,UTC Time at End of Hour,Net Generation (MW) from Coal,Net Generation (MW) from Natural Gas,Net Generation (MW) from Nuclear,Net Generation (MW) from All Petroleum Products,Net Generation (MW) from Hydropower and Pumped Storage,Net Generation (MW) from Solar,Net Generation (MW) from Wind,Net Generation (MW) from Other
7877,2021-11-25 11:00:00,15535.0,13540.0,11725.0,,614.0,4.0,15431.0,924.0
7878,2021-11-25 12:00:00,15901.0,14742.0,11718.0,,628.0,4.0,14643.0,928.0
7879,2021-11-25 13:00:00,16206.0,14701.0,11721.0,,646.0,4.0,15910.0,922.0
7880,2021-11-25 14:00:00,16620.0,16048.0,11717.0,,718.0,32.0,16143.0,920.0
7881,2021-11-25 15:00:00,17820.0,18133.0,11714.0,,747.0,136.0,15746.0,968.0
7882,2021-11-25 16:00:00,18973.0,19583.0,11710.0,,765.0,200.0,15035.0,1034.0
7883,2021-11-25 17:00:00,19930.0,21298.0,11708.0,,767.0,274.0,13419.0,1079.0
7884,2021-11-25 18:00:00,19968.0,20927.0,11711.0,,703.0,323.0,13155.0,1074.0
7885,2021-11-25 19:00:00,19784.0,20002.0,11708.0,,755.0,338.0,12695.0,1077.0
7886,2021-11-25 20:00:00,19352.0,18541.0,11714.0,,758.0,278.0,12170.0,1050.0
7887,2021-11-25 21:00:00,19163.0,17958.0,11707.0,,718.0,232.0,11862.0,1015.0
7888,2021-11-25 22:00:00,19147.0,18120.0,11712.0,,731.0,180.0,11150.0,999.0
7889,2021-11-25 23:00:00,19736.0,20003.0,11704.0,,739.0,23.0,10020.0,1053.0
7890,2021-11-26 00:00:00,20193.0,20758.0,11707.0,,1011.0,2.0,9950.0,1079.0
7891,2021-11-26 01:00:00,20108.0,20230.0,11708.0,,1049.0,2.0,10204.0,1078.0
7892,2021-11-26 02:00:00,20086.0,20218.0,11708.0,,775.0,2.0,10471.0,1078.0
7893,2021-11-26 03:00:00,20086.0,20805.0,11722.0,,741.0,3.0,10292.0,1075.0
7894,2021-11-26 04:00:00,19310.0,20695.0,11730.0,,736.0,3.0,9920.0,1069.0
7895,2021-11-26 05:00:00,18194.0,19869.0,11726.0,,688.0,2.0,10059.0,1066.0
7896,2021-11-26 06:00:00,17598.0,18573.0,11734.0,,668.0,2.0,10649.0,1067.0
7897,2021-11-26 07:00:00,17004.0,16303.0,11735.0,,666.0,2.0,11582.0,1045.0
7898,2021-11-26 08:00:00,16569.0,15173.0,11737.0,,663.0,3.0,12488.0,970.0
7899,2021-11-26 09:00:00,16389.0,14882.0,11739.0,,652.0,3.0,13537.0,936.0
7900,2021-11-26 10:00:00,16349.0,15114.0,11739.0,,636.0,3.0,14457.0,926.0
7901,2021-11-26 11:00:00,16621.0,16330.0,11738.0,,630.0,2.0,14947.0,969.0
7902,2021-11-26 12:00:00,17732.0,18455.0,11738.0,,627.0,3.0,14765.0,1037.0
7903,2021-11-26 13:00:00,19090.0,19533.0,11738.0,,630.0,3.0,15590.0,1066.0
7904,2021-11-26 14:00:00,19994.0,20064.0,11735.0,,664.0,89.0,16099.0,1074.0
7905,2021-11-26 15:00:00,20460.0,20375.0,11736.0,,900.0,410.0,16117.0,1075.0
7906,2021-11-26 16:00:00,20543.0,21119.0,11733.0,,1155.0,503.0,15593.0,1072.0
7907,2021-11-26 17:00:00,20525.0,21759.0,11732.0,,735.0,691.0,14447.0,1075.0
7908,2021-11-26 18:00:00,20689.0,22854.0,11732.0,,707.0,711.0,12625.0,1072.0
7909,2021-11-26 19:00:00,20578.0,23254.0,11732.0,,709.0,708.0,10980.0,1040.0
7910,2021-11-26 20:00:00,20354.0,23371.0,11731.0,,739.0,701.0,9840.0,1069.0
7911,2021-11-26 21:00:00,20303.0,23554.0,11728.0,,804.0,590.0,9176.0,1075.0
7912,2021-11-26 22:00:00,20388.0,23857.0,11725.0,,1133.0,276.0,9354.0,1079.0
7913,2021-11-26 23:00:00,20574.0,24698.0,11723.0,,2221.0,42.0,9631.0,1075.0
7914,2021-11-27 00:00:00,21045.0,25472.0,11724.0,,2297.0,2.0,11168.0,1074.0
7915,2021-11-27 01:00:00,21125.0,24273.0,11723.0,,2031.0,2.0,12683.0,1077.0
7916,2021-11-27 02:00:00,21052.0,23954.0,11723.0,,1377.0,2.0,13560.0,1078.0
7917,2021-11-27 03:00:00,20588.0,24581.0,11724.0,,670.0,2.0,13567.0,1081.0
7918,2021-11-27 04:00:00,19657.0,24253.0,11725.0,,618.0,2.0,13390.0,1079.0
7919,2021-11-27 05:00:00,18608.0,23707.0,11728.0,,589.0,2.0,12771.0,1078.0
7920,2021-11-27 06:00:00,18039.0,23093.0,11727.0,,569.0,2.0,12321.0,1082.0
7921,2021-11-27 07:00:00,17206.0,21940.0,11729.0,,569.0,3.0,12522.0,1076.0
7922,2021-11-27 08:00:00,17003.0,21400.0,11735.0,,569.0,3.0,12149.0,1074.0
7923,2021-11-27 09:00:00,16935.0,21112.0,11732.0,,570.0,3.0,11802.0,1076.0
7924,2021-11-27 10:00:00,17058.0,21247.0,11734.0,,587.0,3.0,11260.0,1075.0
7925,2021-11-27 11:00:00,16865.0,20783.0,11732.0,,582.0,4.0,11956.0,1078.0
7926,2021-11-27 12:00:00,17636.0,22062.0,11734.0,,578.0,4.0,12935.0,1081.0
7927,2021-11-27 13:00:00,18360.0,21255.0,11734.0,,1540.0,4.0,14102.0,1076.0
7928,2021-11-27 14:00:00,19308.0,22062.0,11732.0,,1041.0,70.0,14607.0,1076.0
7929,2021-11-27 15:00:00,19827.0,22185.0,11726.0,,1207.0,254.0,14858.0,1071.0
7930,2021-11-27 16:00:00,20104.0,22281.0,11723.0,,1161.0,350.0,14799.0,1069.0
7931,2021-11-27 17:00:00,20224.0,22233.0,11721.0,,721.0,440.0,14465.0,1069.0
7932,2021-11-27 18:00:00,19826.0,21573.0,11715.0,,627.0,487.0,14893.0,1066.0
7933,2021-11-27 19:00:00,19168.0,19703.0,11714.0,,639.0,558.0,15298.0,1061.0
7934,2021-11-27 20:00:00,19095.0,19142.0,11713.0,,664.0,550.0,16038.0,1058.0
7935,2021-11-27 21:00:00,19111.0,18661.0,11711.0,,672.0,453.0,16264.0,1059.0
7936,2021-11-27 22:00:00,19323.0,18763.0,11711.0,,666.0,282.0,16547.0,1071.0
7937,2021-11-27 23:00:00,19929.0,20164.0,11713.0,,732.0,31.0,16804.0,1083.0
7938,2021-11-28 00:00:00,20916.0,21725.0,11713.0,,756.0,3.0,17291.0,1075.0
7939,2021-11-28 01:00:00,20709.0,21693.0,11708.0,,720.0,2.0,17335.0,1065.0
7940,2021-11-28 02:00:00,20463.0,21392.0,11707.0,,683.0,3.0,17179.0,1070.0
7941,2021-11-28 03:00:00,19869.0,20536.0,11705.0,,650.0,3.0,16993.0,1067.0
7942,2021-11-28 04:00:00,18788.0,19980.0,11704.0,,631.0,3.0,16934.0,1066.0
7943,2021-11-28 05:00:00,17838.0,19029.0,11714.0,,626.0,4.0,16247.0,1069.0
7944,2021-11-28 06:00:00,17116.0,17713.0,11716.0,,586.0,4.0,16111.0,1067.0
7945,2021-11-28 07:00:00,16564.0,16911.0,11717.0,,567.0,4.0,15902.0,1069.0
7946,2021-11-28 08:00:00,16682.0,17294.0,11621.0,,566.0,4.0,14886.0,1065.0
7947,2021-11-28 09:00:00,16702.0,17559.0,11725.0,,563.0,3.0,13652.0,1070.0
7948,2021-11-28 10:00:00,16882.0,17645.0,11722.0,,568.0,3.0,12708.0,1069.0
7949,2021-11-28 11:00:00,17116.0,17974.0,11724.0,,573.0,3.0,12027.0,1068.0
7950,2021-11-28 12:00:00,18019.0,19498.0,11725.0,,587.0,3.0,10652.0,1069.0
7951,2021-11-28 13:00:00,19090.0,21083.0,11721.0,,588.0,2.0,9536.0,1070.0
7952,2021-11-28 14:00:00,20453.0,22573.0,11718.0,,642.0,86.0,8449.0,1075.0
7953,2021-11-28 15:00:00,20878.0,22565.0,11718.0,,662.0,544.0,7542.0,1072.0
7954,2021-11-28 16:00:00,21070.0,23304.0,11718.0,,618.0,845.0,6530.0,1070.0
7955,2021-11-28 17:00:00,21049.0,22765.0,11716.0,,634.0,875.0,6775.0,1069.0
7956,2021-11-28 18:00:00,20937.0,21560.0,11718.0,,657.0,890.0,7370.0,1072.0
7957,2021-11-28 19:00:00,20926.0,21184.0,11717.0,,657.0,849.0,7780.0,1071.0
7958,2021-11-28 20:00:00,20891.0,20667.0,11709.0,,656.0,935.0,7657.0,1069.0
7959,2021-11-28 21:00:00,21245.0,21445.0,11711.0,,700.0,862.0,7011.0,1068.0
7960,2021-11-28 22:00:00,21569.0,22995.0,11709.0,,755.0,435.0,6577.0,1069.0
7961,2021-11-28 23:00:00,21964.0,24374.0,11705.0,,2030.0,41.0,6683.0,1057.0
7962,2021-11-29 00:00:00,23056.0,26086.0,11705.0,,2408.0,2.0,7754.0,1057.0
7963,2021-11-29 01:00:00,22499.0,26527.0,11710.0,,1638.0,2.0,9264.0,1060.0
7964,2021-11-29 02:00:00,22365.0,25917.0,11706.0,,749.0,2.0,10838.0,1058.0
7965,2021-11-29 03:00:00,21865.0,24658.0,11709.0,,644.0,2.0,12297.0,1051.0
7966,2021-11-29 04:00:00,20861.0,23320.0,11706.0,,622.0,2.0,13457.0,1054.0
7967,2021-11-29 05:00:00,19373.0,21550.0,11705.0,,612.0,2.0,14416.0,1055.0
7968,2021-11-29 06:00:00,18604.0,20978.0,11713.0,,603.0,3.0,15197.0,1052.0
7969,2021-11-29 07:00:00,18297.0,19923.0,11752.0,,620.0,3.0,15350.0,1034.0
7970,2021-11-29 08:00:00,18265.0,19799.0,11820.0,,634.0,3.0,15470.0,931.0
7971,2021-11-29 09:00:00,18293.0,20217.0,11866.0,,634.0,2.0,15783.0,1016.0
7972,2021-11-29 10:00:00,18264.0,20845.0,11922.0,,643.0,2.0,15818.0,1057.0
7973,2021-11-29 11:00:00,18535.0,21977.0,11940.0,,648.0,1.0,15698.0,1056.0
7974,2021-11-29 12:00:00,19343.0,23618.0,11902.0,,1864.0,1.0,15410.0,1062.0
7975,2021-11-29 13:00:00,21230.0,26336.0,11902.0,,2108.0,1.0,16222.0,1103.0
7976,2021-11-29 14:00:00,22521.0,26431.0,11902.0,,1931.0,89.0,16411.0,1110.0
7977,2021-11-29 15:00:00,22800.0,25902.0,11902.0,,1391.0,352.0,15752.0,1106.0
7978,2021-11-29 16:00:00,22826.0,26030.0,11897.0,,1504.0,577.0,14077.0,1111.0
7979,2021-11-29 17:00:00,23001.0,26545.0,11890.0,,1066.0,619.0,12134.0,1113.0
7980,2021-11-29 18:00:00,22649.0,25575.0,11887.0,,741.0,728.0,12154.0,1127.0
7981,2021-11-29 19:00:00,22112.0,24775.0,11875.0,,752.0,695.0,13204.0,1119.0
7982,2021-11-29 20:00:00,22094.0,23577.0,11860.0,,738.0,652.0,14365.0,1115.0
7983,2021-11-29 21:00:00,21276.0,22830.0,11883.0,,730.0,550.0,14898.0,1111.0
7984,2021-11-29 22:00:00,21619.0,23534.0,11097.0,,802.0,323.0,14875.0,1155.0
7985,2021-11-29 23:00:00,22224.0,24576.0,11023.0,,1059.0,52.0,15009.0,1151.0
7986,2021-11-30 00:00:00,23008.0,25795.0,11023.0,,1064.0,3.0,16236.0,1133.0
7987,2021-11-30 01:00:00,23491.0,25612.0,11026.0,,745.0,3.0,17360.0,1139.0
7988,2021-11-30 02:00:00,23197.0,24876.0,11027.0,,715.0,3.0,18046.0,1130.0
7989,2021-11-30 03:00:00,22704.0,24828.0,11029.0,,707.0,3.0,17479.0,1116.0
7990,2021-11-30 04:00:00,21196.0,24065.0,11060.0,,694.0,4.0,17087.0,1111.0
7991,2021-11-30 05:00:00,19937.0,23237.0,11069.0,,670.0,4.0,16444.0,1109.0
7992,2021-11-30 06:00:00,19183.0,21279.0,11075.0,,625.0,4.0,15565.0,1096.0
7993,2021-11-30 07:00:00,18775.0,20603.0,11081.0,,631.0,4.0,14806.0,1090.0
7994,2021-11-30 08:00:00,18746.0,20833.0,11095.0,,629.0,4.0,13348.0,1082.0
7995,2021-11-30 09:00:00,18717.0,20710.0,11178.0,,627.0,3.0,12464.0,1082.0
7996,2021-11-30 10:00:00,18521.0,21129.0,11221.0,,637.0,4.0,12196.0,1088.0
7997,2021-11-30 11:00:00,18946.0,23197.0,11227.0,,637.0,3.0,11308.0,1083.0
7998,2021-11-30 12:00:00,20146.0,26374.0,11249.0,,942.0,2.0,10882.0,1085.0
7999,2021-11-30 13:00:00,21525.0,29358.0,11280.0,,1897.0,2.0,10635.0,1097.0
8000,2021-11-30 14:00:00,22895.0,30105.0,11310.0,,1390.0,101.0,10345.0,1102.0
8001,2021-11-30 15:00:00,22866.0,29322.0,11338.0,,1210.0,574.0,9059.0,1112.0
8002,2021-11-30 16:00:00,22743.0,29698.0,11361.0,,1541.0,926.0,6137.0,1134.0
8003,2021-11-30 17:00:00,22772.0,29467.0,11377.0,,1345.0,912.0,4699.0,1137.0
8004,2021-11-30 18:00:00,22867.0,28940.0,11392.0,,767.0,871.0,4574.0,1101.0
8005,2021-11-30 19:00:00,22794.0,27965.0,11417.0,,636.0,819.0,4954.0,1087.0
8006,2021-11-30 20:00:00,23095.0,27695.0,11442.0,,654.0,757.0,4941.0,1096.0
8007,2021-11-30 21:00:00,23010.0,27237.0,11462.0,,660.0,681.0,5068.0,1087.0
8008,2021-11-30 22:00:00,23238.0,28165.0,11453.0,,761.0,340.0,4753.0,1090.0
8009,2021-11-30 23:00:00,23785.0,28589.0,11459.0,,1954.0,33.0,5225.0,1106.0
8010,2021-12-01 00:00:00,24296.0,29279.0,11453.0,,2003.0,1.0,6461.0,1199.0
8011,2021-12-01 01:00:00,24170.0,29041.0,11455.0,,1448.0,1.0,7965.0,1208.0
8012,2021-12-01 02:00:00,23822.0,27311.0,11461.0,,788.0,1.0,9862.0,1132.0
8013,2021-12-01 03:00:00,23160.0,26088.0,11474.0,,677.0,2.0,11514.0,1099.0
8014,2021-12-01 04:00:00,21948.0,24017.0,11491.0,,656.0,2.0,12809.0,1099.0
8015,2021-12-01 05:00:00,20479.0,22073.0,11495.0,,638.0,1.0,13421.0,1095.0
8016,2021-12-01 06:00:00,19696.0,20440.0,11496.0,,631.0,1.0,14054.0,1096.0
8017,2021-12-01 07:00:00,19229.0,20323.0,11496.0,,639.0,1.0,13700.0,1092.0
8018,2021-12-01 08:00:00,18809.0,19435.0,11503.0,,644.0,1.0,14053.0,1084.0
8019,2021-12-01 09:00:00,18207.0,19365.0,11504.0,,652.0,1.0,14342.0,1096.0
8020,2021-12-01 10:00:00,18020.0,19755.0,11499.0,,653.0,1.0,14169.0,1093.0
8021,2021-12-01 11:00:00,18459.0,20452.0,11500.0,,654.0,1.0,13712.0,1096.0
8022,2021-12-01 12:00:00,19639.0,22496.0,11495.0,,1174.0,1.0,13129.0,1100.0
8023,2021-12-01 13:00:00,21757.0,24928.0,11489.0,,1328.0,1.0,12788.0,1124.0
8024,2021-12-01 14:00:00,22804.0,24854.0,11486.0,,1266.0,32.0,13023.0,1212.0
8025,2021-12-01 15:00:00,22899.0,24617.0,11486.0,,748.0,179.0,13223.0,1205.0
8026,2021-12-01 16:00:00,23003.0,25039.0,11355.0,,669.0,367.0,11749.0,1228.0
8027,2021-12-01 17:00:00,23088.0,25492.0,11352.0,,646.0,465.0,10182.0,1187.0
8028,2021-12-01 18:00:00,22978.0,24289.0,11353.0,,640.0,534.0,10259.0,1143.0
8029,2021-12-01 19:00:00,22725.0,23406.0,11349.0,,647.0,642.0,11466.0,1127.0
8030,2021-12-01 20:00:00,22421.0,22491.0,11342.0,,662.0,614.0,13053.0,1125.0
8031,2021-12-01 21:00:00,22025.0,21575.0,11466.0,,662.0,450.0,14810.0,1075.0
8032,2021-12-01 22:00:00,21656.0,20951.0,11483.0,,704.0,241.0,16293.0,1047.0
8033,2021-12-01 23:00:00,21582.0,21261.0,11485.0,,778.0,33.0,18112.0,1046.0
8034,2021-12-02 00:00:00,21796.0,21264.0,11483.0,,787.0,1.0,19772.0,1040.0
8035,2021-12-02 01:00:00,21350.0,20918.0,11484.0,,806.0,1.0,20941.0,1011.0
8036,2021-12-02 02:00:00,20744.0,20482.0,11489.0,,806.0,0.0,21171.0,1037.0
8037,2021-12-02 03:00:00,20013.0,19428.0,11485.0,,810.0,0.0,21069.0,1076.0
8038,2021-12-02 04:00:00,19095.0,18258.0,11483.0,,717.0,0.0,20499.0,1086.0
8039,2021-12-02 05:00:00,17885.0,16332.0,11481.0,,663.0,0.0,20298.0,996.0
8040,2021-12-02 06:00:00,16669.0,14505.0,11488.0,,627.0,0.0,19968.0,938.0
8041,2021-12-02 07:00:00,15517.0,13086.0,11496.0,,612.0,0.0,19485.0,931.0
8042,2021-12-02 08:00:00,15030.0,12904.0,11495.0,,580.0,0.0,19115.0,929.0
8043,2021-12-02 09:00:00,15097.0,13100.0,11500.0,,580.0,0.0,18500.0,936.0
8044,2021-12-02 10:00:00,14788.0,12925.0,11495.0,,581.0,0.0,18360.0,933.0
8045,2021-12-02 11:00:00,15328.0,14802.0,11514.0,,582.0,0.0,18118.0,941.0
8046,2021-12-02 12:00:00,16430.0,17867.0,11621.0,,593.0,0.0,17545.0,949.0
8047,2021-12-02 13:00:00,18589.0,21303.0,11650.0,,616.0,0.0,16690.0,1063.0
8048,2021-12-02 14:00:00,20313.0,22844.0,11696.0,,621.0,61.0,15582.0,1109.0
8049,2021-12-02 15:00:00,20777.0,23122.0,11680.0,,645.0,393.0,13817.0,1082.0
8050,2021-12-02 16:00:00,21330.0,23111.0,11657.0,,703.0,714.0,11421.0,1076.0
8051,2021-12-02 17:00:00,21835.0,23223.0,11646.0,,687.0,840.0,9919.0,1037.0
8052,2021-12-02 18:00:00,22070.0,23293.0,11712.0,,648.0,703.0,8671.0,1056.0
8053,2021-12-02 19:00:00,22517.0,23290.0,11714.0,,653.0,732.0,7419.0,1127.0
8054,2021-12-02 20:00:00,22846.0,23302.0,11713.0,,659.0,747.0,6780.0,1172.0
8055,2021-12-02 21:00:00,23107.0,23762.0,11725.0,,659.0,729.0,5974.0,1138.0
8056,2021-12-02 22:00:00,23323.0,24659.0,11812.0,,973.0,359.0,5243.0,1070.0
8057,2021-12-02 23:00:00,23245.0,25434.0,11970.0,,2094.0,36.0,5284.0,1110.0
8058,2021-12-03 00:00:00,23527.0,26843.0,12021.0,,1884.0,0.0,6275.0,1223.0
8059,2021-12-03 01:00:00,23773.0,26670.0,12120.0,,1399.0,0.0,7037.0,1246.0
8060,2021-12-03 02:00:00,23060.0,25123.0,12289.0,,1108.0,0.0,7892.0,1169.0
8061,2021-12-03 03:00:00,21889.0,24480.0,12329.0,,815.0,0.0,8437.0,1154.0
8062,2021-12-03 04:00:00,20820.0,24123.0,12337.0,,743.0,0.0,7988.0,1157.0
8063,2021-12-03 05:00:00,19286.0,22789.0,12346.0,,698.0,0.0,8439.0,1151.0
8064,2021-12-03 06:00:00,18194.0,20978.0,12365.0,,648.0,0.0,8752.0,1107.0
8065,2021-12-03 07:00:00,17236.0,19983.0,12370.0,,657.0,0.0,8715.0,1051.0
8066,2021-12-03 08:00:00,16450.0,17811.0,12373.0,,699.0,0.0,10365.0,999.0
8067,2021-12-03 09:00:00,16005.0,17978.0,12368.0,,654.0,0.0,10441.0,976.0
8068,2021-12-03 10:00:00,15950.0,18421.0,12387.0,,601.0,0.0,9860.0,981.0
8069,2021-12-03 11:00:00,16977.0,19972.0,12411.0,,596.0,0.0,8822.0,998.0
8070,2021-12-03 12:00:00,18965.0,22423.0,12437.0,,952.0,0.0,7558.0,1083.0
8071,2021-12-03 13:00:00,20848.0,24863.0,12463.0,,1770.0,0.0,7403.0,1144.0
8072,2021-12-03 14:00:00,22509.0,26465.0,12498.0,,1570.0,58.0,7072.0,1154.0
8073,2021-12-03 15:00:00,22910.0,26319.0,12509.0,,830.0,342.0,6702.0,1163.0
8074,2021-12-03 16:00:00,22581.0,26612.0,12510.0,,722.0,553.0,5104.0,1161.0
8075,2021-12-03 17:00:00,22629.0,26432.0,12510.0,,721.0,649.0,4667.0,1149.0
8076,2021-12-03 18:00:00,22642.0,25567.0,12525.0,,678.0,611.0,4936.0,1168.0
8077,2021-12-03 19:00:00,22330.0,24104.0,12547.0,,642.0,719.0,6141.0,1159.0
8078,2021-12-03 20:00:00,22276.0,23480.0,12568.0,,654.0,741.0,7633.0,1142.0
8079,2021-12-03 21:00:00,22059.0,22958.0,12579.0,,677.0,687.0,8565.0,1125.0
8080,2021-12-03 22:00:00,22223.0,23035.0,12575.0,,760.0,351.0,8965.0,1143.0
8081,2021-12-03 23:00:00,22272.0,23227.0,12573.0,,1282.0,32.0,9784.0,1144.0
8082,2021-12-04 00:00:00,22094.0,23392.0,12575.0,,1256.0,1.0,11726.0,1147.0
8083,2021-12-04 01:00:00,21854.0,23252.0,12579.0,,759.0,1.0,12612.0,1150.0
8084,2021-12-04 02:00:00,21094.0,22457.0,12587.0,,742.0,1.0,12887.0,1140.0
8085,2021-12-04 03:00:00,20286.0,21988.0,12592.0,,708.0,1.0,12829.0,1149.0
8086,2021-12-04 04:00:00,19644.0,21270.0,12595.0,,671.0,1.0,12569.0,1141.0
8087,2021-12-04 05:00:00,19082.0,20257.0,12600.0,,646.0,0.0,11498.0,1117.0
8088,2021-12-04 06:00:00,18145.0,17781.0,12606.0,,630.0,0.0,11478.0,1094.0
8089,2021-12-04 07:00:00,16782.0,16044.0,12608.0,,618.0,0.0,11922.0,979.0
8090,2021-12-04 08:00:00,16363.0,15998.0,12610.0,,621.0,0.0,11630.0,950.0
8091,2021-12-04 09:00:00,16249.0,16175.0,12622.0,,624.0,0.0,11482.0,951.0
8092,2021-12-04 10:00:00,16089.0,16020.0,12640.0,,581.0,0.0,11916.0,946.0
8093,2021-12-04 11:00:00,16016.0,16309.0,12646.0,,574.0,0.0,11936.0,947.0
8094,2021-12-04 12:00:00,16674.0,18381.0,12632.0,,579.0,0.0,10959.0,969.0
8095,2021-12-04 13:00:00,18548.0,20637.0,12514.0,,601.0,0.0,9464.0,1085.0
8096,2021-12-04 14:00:00,20445.0,22192.0,12488.0,,610.0,75.0,7760.0,1128.0
8097,2021-12-04 15:00:00,21744.0,22285.0,12494.0,,636.0,466.0,6783.0,1119.0
8098,2021-12-04 16:00:00,22452.0,22466.0,12483.0,,955.0,737.0,5458.0,1106.0
8099,2021-12-04 17:00:00,22573.0,22403.0,12484.0,,722.0,725.0,5116.0,1127.0
8100,2021-12-04 18:00:00,22434.0,22040.0,12482.0,,659.0,725.0,4934.0,1128.0
8101,2021-12-04 19:00:00,22445.0,21687.0,12483.0,,629.0,779.0,4752.0,1124.0
8102,2021-12-04 20:00:00,22537.0,21700.0,12486.0,,626.0,647.0,4774.0,1126.0
8103,2021-12-04 21:00:00,22557.0,21726.0,12490.0,,629.0,593.0,5119.0,1131.0
8104,2021-12-04 22:00:00,22660.0,22058.0,12492.0,,718.0,363.0,6088.0,1133.0
8105,2021-12-04 23:00:00,22923.0,22971.0,12493.0,,1632.0,39.0,7076.0,1137.0
8106,2021-12-05 00:00:00,23225.0,23100.0,12516.0,,1926.0,1.0,8621.0,1131.0
8107,2021-12-05 01:00:00,22340.0,22260.0,12526.0,,1288.0,1.0,11041.0,1126.0
8108,2021-12-05 02:00:00,21886.0,20480.0,12540.0,,778.0,1.0,12796.0,1119.0
8109,2021-12-05 03:00:00,20732.0,19092.0,12565.0,,624.0,1.0,14101.0,1070.0
8110,2021-12-05 04:00:00,19546.0,18259.0,12576.0,,563.0,1.0,15062.0,1080.0
8111,2021-12-05 05:00:00,18299.0,16770.0,12590.0,,548.0,1.0,15769.0,1009.0
8112,2021-12-05 06:00:00,17601.0,15867.0,12604.0,,536.0,1.0,16155.0,973.0
8113,2021-12-05 07:00:00,17256.0,14201.0,12630.0,,536.0,0.0,16266.0,954.0
8114,2021-12-05 08:00:00,17113.0,13225.0,12651.0,,536.0,1.0,15917.0,941.0
8115,2021-12-05 09:00:00,16655.0,12475.0,12666.0,,538.0,1.0,16164.0,938.0
8116,2021-12-05 10:00:00,16584.0,12570.0,12677.0,,539.0,0.0,16554.0,935.0
8117,2021-12-05 11:00:00,16298.0,12482.0,12682.0,,531.0,1.0,16857.0,926.0
8118,2021-12-05 12:00:00,16462.0,12786.0,12687.0,,558.0,1.0,17238.0,918.0
8119,2021-12-05 13:00:00,17143.0,13783.0,12684.0,,568.0,1.0,17233.0,921.0
8120,2021-12-05 14:00:00,17449.0,14123.0,12681.0,,584.0,10.0,17760.0,920.0
8121,2021-12-05 15:00:00,18361.0,15071.0,12680.0,,592.0,60.0,17420.0,919.0
8122,2021-12-05 16:00:00,19521.0,15115.0,12679.0,,610.0,135.0,16324.0,922.0
8123,2021-12-05 17:00:00,20858.0,15439.0,12669.0,,576.0,189.0,14561.0,1007.0
8124,2021-12-05 18:00:00,21731.0,16003.0,12663.0,,579.0,188.0,13515.0,1087.0
8125,2021-12-05 19:00:00,21831.0,16008.0,12652.0,,573.0,193.0,14036.0,1082.0
8126,2021-12-05 20:00:00,21449.0,15777.0,12648.0,,594.0,184.0,15331.0,1023.0
8127,2021-12-05 21:00:00,21488.0,16058.0,12646.0,,598.0,153.0,15665.0,1043.0
8128,2021-12-05 22:00:00,21376.0,16533.0,12644.0,,600.0,77.0,16651.0,1074.0
8129,2021-12-05 23:00:00,21740.0,17411.0,12647.0,,634.0,11.0,17839.0,1082.0
8130,2021-12-06 00:00:00,22293.0,17921.0,12644.0,,676.0,1.0,18621.0,1102.0
8131,2021-12-06 01:00:00,21792.0,17716.0,12642.0,,679.0,1.0,19175.0,1099.0
8132,2021-12-06 02:00:00,21096.0,17124.0,12644.0,,677.0,1.0,19171.0,1071.0
8133,2021-12-06 03:00:00,20160.0,16655.0,12643.0,,622.0,1.0,19249.0,1081.0
8134,2021-12-06 04:00:00,19039.0,15645.0,12643.0,,582.0,1.0,19118.0,1031.0
8135,2021-12-06 05:00:00,17671.0,13941.0,12646.0,,554.0,1.0,19127.0,969.0
8136,2021-12-06 06:00:00,16148.0,12234.0,12646.0,,555.0,1.0,19154.0,930.0
8137,2021-12-06 07:00:00,14872.0,10884.0,12643.0,,549.0,1.0,19233.0,928.0
8138,2021-12-06 08:00:00,14401.0,10865.0,12643.0,,550.0,1.0,18901.0,927.0
8139,2021-12-06 09:00:00,14456.0,10421.0,12650.0,,542.0,1.0,18922.0,925.0
8140,2021-12-06 10:00:00,14719.0,10703.0,12649.0,,543.0,1.0,19260.0,927.0
8141,2021-12-06 11:00:00,15243.0,11539.0,12647.0,,536.0,1.0,20087.0,929.0
8142,2021-12-06 12:00:00,16521.0,13660.0,12643.0,,557.0,1.0,20823.0,928.0
8143,2021-12-06 13:00:00,18570.0,17114.0,12641.0,,598.0,1.0,21010.0,969.0
8144,2021-12-06 14:00:00,20661.0,18079.0,12649.0,,589.0,27.0,21184.0,1033.0
8145,2021-12-06 15:00:00,21378.0,18478.0,12653.0,,591.0,349.0,20494.0,1044.0
8146,2021-12-06 16:00:00,21111.0,18311.0,12647.0,,591.0,591.0,20172.0,1040.0
8147,2021-12-06 17:00:00,20603.0,18509.0,12660.0,,530.0,574.0,20252.0,1066.0
8148,2021-12-06 18:00:00,20441.0,18513.0,12666.0,,527.0,678.0,19916.0,1107.0
8149,2021-12-06 19:00:00,20453.0,18583.0,12678.0,,532.0,678.0,19433.0,1068.0
8150,2021-12-06 20:00:00,20972.0,18905.0,12682.0,,553.0,723.0,18574.0,1090.0
8151,2021-12-06 21:00:00,21380.0,19441.0,12687.0,,599.0,646.0,17599.0,1092.0
8152,2021-12-06 22:00:00,21765.0,21618.0,12691.0,,598.0,302.0,15847.0,1031.0
8153,2021-12-06 23:00:00,22389.0,25543.0,12689.0,,1949.0,30.0,12507.0,1130.0
