,UTC Time at End of Hour,Net Generation (MW) from Coal,Net Generation (MW) from Natural Gas,Net Generation (MW) from Nuclear,Net Generation (MW) from All Petroleum Products,Net Generation (MW) from Hydropower and Pumped Storage,Net Generation (MW) from Solar,Net Generation (MW) from Wind,Net Generation (MW) from Other
0,2021-01-01 06:00:00,25367.0,15999.0,11534.0,,714.0,0.0,9486.0,840.0
1,2021-01-01 07:00:00,24662.0,16063.0,11544.0,,664.0,0.0,8780.0,840.0
2,2021-01-01 08:00:00,25365.0,16057.0,11555.0,,661.0,0.0,6912.0,839.0
3,2021-01-01 09:00:00,24811.0,15870.0,11560.0,,664.0,0.0,5967.0,840.0
4,2021-01-01 10:00:00,25041.0,15755.0,11565.0,,668.0,0.0,5074.0,844.0
5,2021-01-01 11:00:00,25263.0,16662.0,11563.0,,672.0,0.0,4639.0,844.0
6,2021-01-01 12:00:00,26869.0,17070.0,11565.0,,677.0,0.0,4082.0,849.0
7,2021-01-01 13:00:00,28056.0,17277.0,11558.0,,707.0,0.0,3355.0,857.0
8,2021-01-01 14:00:00,28424.0,18107.0,11559.0,,730.0,6.0,3284.0,868.0
9,2021-01-01 15:00:00,28702.0,18394.0,11559.0,,797.0,37.0,3703.0,873.0
10,2021-01-01 16:00:00,29830.0,18630.0,11556.0,,837.0,105.0,3700.0,911.0
11,2021-01-01 17:00:00,31125.0,18678.0,11555.0,,835.0,126.0,3109.0,964.0
12,2021-01-01 18:00:00,31644.0,18614.0,11560.0,,768.0,154.0,2971.0,976.0
13,2021-01-01 19:00:00,31195.0,18450.0,11559.0,,738.0,169.0,2988.0,934.0
14,2021-01-01 20:00:00,30744.0,18341.0,11556.0,,736.0,164.0,2765.0,906.0
15,2021-01-01 21:00:00,30282.0,18047.0,11562.0,,729.0,162.0,3106.0,883.0
16,2021-01-01 22:00:00,29788.0,18058.0,11562.0,,769.0,103.0,3920.0,872.0
17,2021-01-01 23:00:00,30433.0,18770.0,11559.0,,933.0,19.0,4779.0,893.0
18,2021-01-02 00:00:00,31526.0,19063.0,11559.0,,1584.0,1.0,5252.0,951.0
19,2021-01-02 01:00:00,31801.0,18774.0,11560.0,,917.0,1.0,5716.0,958.0
20,2021-01-02 02:00:00,30964.0,18489.0,11562.0,,698.0,1.0,6082.0,932.0
21,2021-01-02 03:00:00,30086.0,18320.0,11559.0,,731.0,1.0,5960.0,945.0
22,2021-01-02 04:00:00,28491.0,17568.0,11566.0,,719.0,1.0,6155.0,915.0
23,2021-01-02 05:00:00,26897.0,17260.0,11566.0,,680.0,1.0,6147.0,888.0
24,2021-01-02 06:00:00,24407.0,16851.0,11567.0,,709.0,1.0,5887.0,866.0
25,2021-01-02 07:00:00,22813.0,16891.0,11571.0,,712.0,0.0,5319.0,856.0
26,2021-01-02 08:00:00,22953.0,16941.0,11571.0,,709.0,1.0,4875.0,851.0
27,2021-01-02 09:00:00,23207.0,16956.0,11574.0,,704.0,1.0,4452.0,847.0
28,2021-01-02 10:00:00,23056.0,16851.0,11569.0,,740.0,1.0,4490.0,847.0
29,2021-01-02 11:00:00,23065.0,17253.0,11570.0,,740.0,1.0,4346.0,848.0
30,2021-01-02 12:00:00,23742.0,17214.0,11567.0,,748.0,1.0,4800.0,847.0
31,2021-01-02 13:00:00,25506.0,17534.0,11566.0,,743.0,1.0,4640.0,850.0
32,2021-01-02 14:00:00,27697.0,17799.0,11566.0,,769.0,2.0,4518.0,872.0
33,2021-01-02 15:00:00,29150.0,18336.0,11563.0,,857.0,27.0,4426.0,904.0
34,2021-01-02 16:00:00,30681.0,18843.0,11559.0,,877.0,84.0,4285.0,972.0
35,2021-01-02 17:00:00,31113.0,18500.0,11562.0,,873.0,169.0,4383.0,972.0
36,2021-01-02 18:00:00,30692.0,18247.0,11559.0,,826.0,213.0,4750.0,933.0
37,2021-01-02 19:00:00,30028.0,18035.0,11561.0,,813.0,198.0,4830.0,910.0
38,2021-01-02 20:00:00,29803.0,17735.0,11558.0,,805.0,190.0,4573.0,875.0
39,2021-01-02 21:00:00,29652.0,17675.0,11560.0,,813.0,162.0,4344.0,867.0
40,2021-01-02 22:00:00,29823.0,17843.0,11557.0,,814.0,95.0,4160.0,868.0
41,2021-01-02 23:00:00,30371.0,19083.0,11553.0,,927.0,23.0,4544.0,886.0
42,2021-01-03 00:00:00,31589.0,19901.0,11551.0,,1422.0,1.0,5189.0,961.0
43,2021-01-03 01:00:00,32242.0,19674.0,11551.0,,919.0,1.0,5729.0,1019.0
44,2021-01-03 02:00:00,31484.0,19004.0,11547.0,,800.0,1.0,6397.0,995.0
45,2021-01-03 03:00:00,30963.0,18736.0,11551.0,,792.0,1.0,6873.0,982.0
46,2021-01-03 04:00:00,29851.0,18126.0,11561.0,,774.0,0.0,7045.0,959.0
47,2021-01-03 05:00:00,27784.0,17696.0,11563.0,,742.0,0.0,7434.0,925.0
48,2021-01-03 06:00:00,25951.0,16699.0,11565.0,,703.0,0.0,8006.0,908.0
49,2021-01-03 07:00:00,24683.0,16483.0,11461.0,,693.0,0.0,8115.0,909.0
50,2021-01-03 08:00:00,23657.0,16170.0,11271.0,,689.0,0.0,8526.0,892.0
51,2021-01-03 09:00:00,22603.0,16197.0,11557.0,,687.0,1.0,8811.0,881.0
52,2021-01-03 10:00:00,22978.0,16385.0,11556.0,,676.0,0.0,8244.0,896.0
53,2021-01-03 11:00:00,24523.0,16284.0,11558.0,,675.0,1.0,7774.0,916.0
54,2021-01-03 12:00:00,24930.0,16547.0,11558.0,,680.0,0.0,8173.0,949.0
55,2021-01-03 13:00:00,25848.0,16969.0,11556.0,,696.0,0.0,8145.0,988.0
56,2021-01-03 14:00:00,27584.0,17635.0,11561.0,,743.0,10.0,7680.0,1019.0
57,2021-01-03 15:00:00,28409.0,18213.0,11562.0,,855.0,85.0,7792.0,1019.0
58,2021-01-03 16:00:00,28111.0,18174.0,11554.0,,869.0,219.0,8155.0,982.0
59,2021-01-03 17:00:00,27872.0,17798.0,11549.0,,805.0,295.0,7982.0,921.0
60,2021-01-03 18:00:00,27840.0,17538.0,11550.0,,801.0,310.0,7111.0,879.0
61,2021-01-03 19:00:00,28381.0,17588.0,11551.0,,793.0,316.0,5631.0,888.0
62,2021-01-03 20:00:00,28021.0,17604.0,11549.0,,790.0,298.0,4988.0,868.0
63,2021-01-03 21:00:00,27477.0,17659.0,11548.0,,787.0,266.0,5037.0,857.0
64,2021-01-03 22:00:00,27618.0,17889.0,11548.0,,788.0,174.0,5822.0,858.0
65,2021-01-03 23:00:00,28587.0,18390.0,11549.0,,863.0,43.0,7214.0,885.0
66,2021-01-04 00:00:00,29739.0,18417.0,11549.0,,900.0,1.0,9898.0,938.0
67,2021-01-04 01:00:00,29600.0,18410.0,11555.0,,868.0,0.0,10643.0,953.0
68,2021-01-04 02:00:00,28096.0,18185.0,11553.0,,811.0,0.0,11648.0,943.0
69,2021-01-04 03:00:00,27501.0,17884.0,11552.0,,786.0,0.0,11187.0,918.0
70,2021-01-04 04:00:00,27247.0,17380.0,11553.0,,791.0,0.0,10565.0,904.0
71,2021-01-04 05:00:00,25710.0,16889.0,11556.0,,768.0,0.0,9788.0,870.0
72,2021-01-04 06:00:00,24439.0,16843.0,11557.0,,702.0,0.0,9336.0,860.0
73,2021-01-04 07:00:00,24049.0,16837.0,11554.0,,693.0,0.0,8850.0,858.0
74,2021-01-04 08:00:00,23744.0,16831.0,11557.0,,693.0,0.0,8415.0,852.0
75,2021-01-04 09:00:00,24300.0,16941.0,11558.0,,691.0,0.0,8006.0,878.0
76,2021-01-04 10:00:00,25482.0,17283.0,11559.0,,688.0,0.0,7534.0,910.0
77,2021-01-04 11:00:00,27303.0,18201.0,11557.0,,683.0,0.0,7159.0,944.0
78,2021-01-04 12:00:00,28708.0,20053.0,11557.0,,772.0,0.0,7240.0,989.0
79,2021-01-04 13:00:00,30515.0,22140.0,11552.0,,2153.0,0.0,7433.0,1093.0
80,2021-01-04 14:00:00,31729.0,23284.0,11547.0,,2290.0,10.0,8107.0,1102.0
81,2021-01-04 15:00:00,31877.0,23455.0,11548.0,,1517.0,75.0,8694.0,1115.0
82,2021-01-04 16:00:00,31452.0,22334.0,11542.0,,938.0,169.0,9275.0,1139.0
83,2021-01-04 17:00:00,31259.0,20503.0,11540.0,,1449.0,210.0,9469.0,1142.0
84,2021-01-04 18:00:00,30617.0,19682.0,11532.0,,902.0,262.0,10188.0,1107.0
85,2021-01-04 19:00:00,30336.0,18828.0,11531.0,,822.0,287.0,10179.0,996.0
86,2021-01-04 20:00:00,29941.0,18262.0,11534.0,,836.0,304.0,10429.0,945.0
87,2021-01-04 21:00:00,29109.0,17775.0,11534.0,,839.0,248.0,10980.0,914.0
88,2021-01-04 22:00:00,28765.0,17846.0,11539.0,,846.0,172.0,11314.0,912.0
89,2021-01-04 23:00:00,29054.0,17948.0,11542.0,,2238.0,44.0,11626.0,923.0
90,2021-01-05 00:00:00,29943.0,18490.0,11542.0,,2349.0,1.0,12561.0,986.0
91,2021-01-05 01:00:00,30400.0,18804.0,11544.0,,1674.0,1.0,12961.0,1031.0
92,2021-01-05 02:00:00,30316.0,18879.0,11548.0,,970.0,1.0,12901.0,1029.0
93,2021-01-05 03:00:00,29296.0,18289.0,11510.0,,811.0,0.0,13053.0,964.0
94,2021-01-05 04:00:00,27648.0,17778.0,11412.0,,808.0,0.0,12697.0,891.0
95,2021-01-05 05:00:00,26020.0,17659.0,11396.0,,767.0,0.0,11885.0,856.0
96,2021-01-05 06:00:00,24916.0,17541.0,11414.0,,731.0,0.0,10398.0,852.0
97,2021-01-05 07:00:00,24168.0,17809.0,11415.0,,730.0,0.0,8898.0,865.0
98,2021-01-05 08:00:00,24171.0,17989.0,11423.0,,732.0,0.0,7521.0,856.0
99,2021-01-05 09:00:00,25005.0,18717.0,11435.0,,733.0,1.0,5668.0,867.0
100,2021-01-05 10:00:00,25646.0,19434.0,11438.0,,732.0,1.0,4360.0,874.0
101,2021-01-05 11:00:00,27418.0,20426.0,11449.0,,729.0,1.0,3720.0,912.0
102,2021-01-05 12:00:00,29396.0,21986.0,11457.0,,881.0,1.0,3324.0,956.0
103,2021-01-05 13:00:00,31551.0,23611.0,11464.0,,2155.0,1.0,2860.0,1030.0
104,2021-01-05 14:00:00,33370.0,24699.0,11474.0,,2534.0,10.0,2957.0,1042.0
105,2021-01-05 15:00:00,33513.0,24190.0,11483.0,,1745.0,91.0,3333.0,1026.0
106,2021-01-05 16:00:00,32793.0,23084.0,11484.0,,1214.0,193.0,4721.0,1012.0
107,2021-01-05 17:00:00,31636.0,21521.0,11494.0,,822.0,268.0,5725.0,971.0
108,2021-01-05 18:00:00,30419.0,20689.0,11499.0,,781.0,337.0,6014.0,922.0
109,2021-01-05 19:00:00,29847.0,20615.0,11508.0,,769.0,324.0,5710.0,902.0
110,2021-01-05 20:00:00,29441.0,20645.0,11517.0,,768.0,322.0,5392.0,869.0
111,2021-01-05 21:00:00,28806.0,20520.0,11527.0,,760.0,290.0,5545.0,859.0
112,2021-01-05 22:00:00,28877.0,20245.0,11531.0,,767.0,168.0,6155.0,873.0
113,2021-01-05 23:00:00,30119.0,20370.0,11537.0,,853.0,44.0,7148.0,919.0
114,2021-01-06 00:00:00,31073.0,21202.0,11540.0,,857.0,1.0,8418.0,987.0
115,2021-01-06 01:00:00,30731.0,20838.0,11548.0,,858.0,0.0,9802.0,972.0
116,2021-01-06 02:00:00,30704.0,20002.0,11553.0,,804.0,0.0,10016.0,964.0
117,2021-01-06 03:00:00,29892.0,19503.0,11553.0,,791.0,0.0,10138.0,952.0
118,2021-01-06 04:00:00,28419.0,18743.0,11557.0,,772.0,0.0,10087.0,918.0
119,2021-01-06 05:00:00,26396.0,18047.0,11568.0,,718.0,0.0,10557.0,891.0
120,2021-01-06 06:00:00,24970.0,17994.0,11561.0,,691.0,0.0,10468.0,897.0
121,2021-01-06 07:00:00,24211.0,17842.0,11561.0,,687.0,0.0,10699.0,906.0
122,2021-01-06 08:00:00,23988.0,17727.0,11563.0,,687.0,0.0,10813.0,912.0
123,2021-01-06 09:00:00,23584.0,17720.0,11565.0,,687.0,0.0,11082.0,919.0
124,2021-01-06 10:00:00,23467.0,17969.0,11561.0,,693.0,0.0,10529.0,921.0
125,2021-01-06 11:00:00,24931.0,18809.0,11558.0,,696.0,0.0,10005.0,946.0
126,2021-01-06 12:00:00,26686.0,20245.0,11558.0,,983.0,1.0,9779.0,985.0
127,2021-01-06 13:00:00,29215.0,21056.0,11553.0,,2204.0,1.0,9638.0,1061.0
128,2021-01-06 14:00:00,31527.0,21771.0,11555.0,,2191.0,6.0,9119.0,1120.0
129,2021-01-06 15:00:00,32719.0,21884.0,11554.0,,1685.0,48.0,8714.0,1117.0
130,2021-01-06 16:00:00,32617.0,21670.0,11556.0,,1187.0,144.0,8929.0,1103.0
131,2021-01-06 17:00:00,32741.0,21111.0,11551.0,,831.0,197.0,8330.0,1106.0
132,2021-01-06 18:00:00,32962.0,20387.0,11551.0,,783.0,253.0,7474.0,1086.0
133,2021-01-06 19:00:00,32820.0,20189.0,11552.0,,777.0,238.0,6777.0,1074.0
134,2021-01-06 20:00:00,32156.0,20298.0,11554.0,,769.0,201.0,6145.0,1029.0
135,2021-01-06 21:00:00,31642.0,20357.0,11554.0,,752.0,138.0,5785.0,1006.0
136,2021-01-06 22:00:00,31785.0,20281.0,11548.0,,746.0,57.0,5926.0,1016.0
137,2021-01-06 23:00:00,32487.0,20531.0,11545.0,,839.0,15.0,7057.0,1049.0
138,2021-01-07 00:00:00,33440.0,21064.0,11542.0,,1594.0,1.0,8174.0,1105.0
139,2021-01-07 01:00:00,33620.0,20971.0,11544.0,,1067.0,1.0,8566.0,1118.0
140,2021-01-07 02:00:00,33019.0,20686.0,11546.0,,870.0,1.0,8625.0,1079.0
141,2021-01-07 03:00:00,32327.0,20309.0,11547.0,,737.0,1.0,8248.0,1063.0
142,2021-01-07 04:00:00,30734.0,19848.0,11549.0,,797.0,1.0,7842.0,1008.0
143,2021-01-07 05:00:00,29246.0,19769.0,11551.0,,705.0,1.0,7326.0,963.0
144,2021-01-07 06:00:00,28362.0,20086.0,11555.0,,679.0,1.0,6913.0,968.0
145,2021-01-07 07:00:00,26732.0,19953.0,11557.0,,678.0,1.0,6684.0,960.0
146,2021-01-07 08:00:00,25256.0,19630.0,11557.0,,682.0,1.0,6867.0,923.0
147,2021-01-07 09:00:00,24741.0,19599.0,11563.0,,686.0,1.0,7040.0,920.0
148,2021-01-07 10:00:00,25118.0,19859.0,11562.0,,691.0,1.0,6863.0,924.0
149,2021-01-07 11:00:00,25819.0,19981.0,11563.0,,686.0,1.0,6492.0,935.0
150,2021-01-07 12:00:00,27837.0,21817.0,11558.0,,769.0,1.0,5893.0,970.0
151,2021-01-07 13:00:00,30644.0,23605.0,11550.0,,1689.0,1.0,5326.0,1067.0
152,2021-01-07 14:00:00,32530.0,25221.0,11554.0,,1886.0,4.0,4760.0,1122.0
153,2021-01-07 15:00:00,32903.0,25602.0,11556.0,,1491.0,60.0,4318.0,1124.0
154,2021-01-07 16:00:00,33278.0,25194.0,11556.0,,1394.0,109.0,3905.0,1123.0
155,2021-01-07 17:00:00,33504.0,25316.0,11557.0,,858.0,144.0,3476.0,1132.0
156,2021-01-07 18:00:00,33233.0,25066.0,11557.0,,759.0,139.0,3097.0,1122.0
157,2021-01-07 19:00:00,32974.0,24858.0,11559.0,,765.0,145.0,2803.0,1122.0
158,2021-01-07 20:00:00,33057.0,25115.0,11561.0,,762.0,128.0,2646.0,1108.0
159,2021-01-07 21:00:00,32891.0,24984.0,11555.0,,768.0,96.0,2848.0,1088.0
160,2021-01-07 22:00:00,33020.0,24910.0,11559.0,,845.0,45.0,2980.0,1086.0
161,2021-01-07 23:00:00,33392.0,25292.0,11560.0,,2285.0,10.0,3188.0,1083.0
162,2021-01-08 00:00:00,34129.0,26635.0,11561.0,,2467.0,1.0,3192.0,1095.0
163,2021-01-08 01:00:00,34148.0,27019.0,11563.0,,2471.0,1.0,2971.0,1094.0
164,2021-01-08 02:00:00,34070.0,26771.0,11560.0,,1561.0,1.0,2853.0,1097.0
165,2021-01-08 03:00:00,33765.0,25785.0,11561.0,,900.0,1.0,2867.0,1088.0
166,2021-01-08 04:00:00,32790.0,24209.0,11562.0,,799.0,1.0,2887.0,1058.0
167,2021-01-08 05:00:00,31946.0,23259.0,11566.0,,765.0,1.0,2736.0,1018.0
168,2021-01-08 06:00:00,31050.0,22259.0,11567.0,,755.0,1.0,2505.0,1013.0
169,2021-01-08 07:00:00,30001.0,21608.0,11572.0,,755.0,1.0,2341.0,995.0
170,2021-01-08 08:00:00,28571.0,21389.0,11570.0,,757.0,1.0,2344.0,972.0
171,2021-01-08 09:00:00,28237.0,21646.0,11571.0,,753.0,1.0,2237.0,987.0
172,2021-01-08 10:00:00,27798.0,21934.0,11568.0,,745.0,1.0,2241.0,975.0
173,2021-01-08 11:00:00,28126.0,22634.0,11567.0,,746.0,1.0,2415.0,974.0
174,2021-01-08 12:00:00,30005.0,23908.0,11569.0,,1098.0,1.0,2589.0,1015.0
175,2021-01-08 13:00:00,31888.0,25503.0,11566.0,,2237.0,1.0,2891.0,1067.0
176,2021-01-08 14:00:00,33663.0,26218.0,11562.0,,2473.0,4.0,2951.0,1112.0
177,2021-01-08 15:00:00,34499.0,27025.0,11402.0,,2534.0,38.0,2588.0,1098.0
178,2021-01-08 16:00:00,34947.0,27698.0,11193.0,,2435.0,99.0,2255.0,1104.0
179,2021-01-08 17:00:00,35054.0,27586.0,11192.0,,2296.0,166.0,2063.0,1095.0
180,2021-01-08 18:00:00,35116.0,28027.0,11179.0,,1281.0,190.0,2017.0,1095.0
181,2021-01-08 19:00:00,34918.0,27325.0,11168.0,,886.0,168.0,2031.0,1099.0
182,2021-01-08 20:00:00,34645.0,26698.0,11183.0,,892.0,152.0,2207.0,1091.0
183,2021-01-08 21:00:00,34390.0,25768.0,11232.0,,885.0,133.0,2455.0,1090.0
184,2021-01-08 22:00:00,34084.0,25703.0,11099.0,,1050.0,80.0,2533.0,1072.0
185,2021-01-08 23:00:00,34215.0,25918.0,10915.0,,2378.0,27.0,2553.0,1070.0
186,2021-01-09 00:00:00,34715.0,27409.0,10922.0,,2621.0,1.0,2555.0,1131.0
187,2021-01-09 01:00:00,34691.0,27588.0,10949.0,,1773.0,1.0,2623.0,1133.0
188,2021-01-09 02:00:00,34807.0,27577.0,10988.0,,992.0,1.0,2384.0,1074.0
189,2021-01-09 03:00:00,34369.0,26712.0,11003.0,,897.0,1.0,2106.0,1069.0
190,2021-01-09 04:00:00,33410.0,25610.0,11020.0,,893.0,1.0,1894.0,1055.0
191,2021-01-09 05:00:00,32255.0,24169.0,11032.0,,881.0,1.0,1588.0,1054.0
192,2021-01-09 06:00:00,30950.0,23694.0,11027.0,,854.0,1.0,1374.0,1034.0
193,2021-01-09 07:00:00,30369.0,23392.0,11044.0,,853.0,1.0,1279.0,1029.0
194,2021-01-09 08:00:00,29753.0,23204.0,11054.0,,849.0,1.0,1315.0,1041.0
195,2021-01-09 09:00:00,29373.0,23231.0,11063.0,,849.0,1.0,1414.0,1057.0
196,2021-01-09 10:00:00,29511.0,23295.0,11069.0,,843.0,1.0,1349.0,1055.0
197,2021-01-09 11:00:00,30066.0,23265.0,11075.0,,843.0,1.0,1510.0,1056.0
198,2021-01-09 12:00:00,31078.0,23312.0,11089.0,,851.0,1.0,1364.0,1065.0
199,2021-01-09 13:00:00,32172.0,24237.0,11099.0,,1125.0,1.0,1141.0,1074.0
200,2021-01-09 14:00:00,33382.0,25098.0,11117.0,,1783.0,10.0,873.0,1083.0
201,2021-01-09 15:00:00,33719.0,25818.0,11131.0,,1847.0,86.0,576.0,1086.0
202,2021-01-09 16:00:00,33759.0,25822.0,11144.0,,1625.0,182.0,358.0,1080.0
203,2021-01-09 17:00:00,33661.0,25735.0,11158.0,,1289.0,214.0,227.0,1068.0
204,2021-01-09 18:00:00,33431.0,24912.0,11168.0,,1006.0,237.0,262.0,1063.0
205,2021-01-09 19:00:00,33257.0,23796.0,11179.0,,969.0,241.0,219.0,1045.0
206,2021-01-09 20:00:00,32696.0,23192.0,11161.0,,966.0,234.0,274.0,1035.0
207,2021-01-09 21:00:00,32485.0,22781.0,11159.0,,966.0,193.0,348.0,1046.0
208,2021-01-09 22:00:00,32721.0,22923.0,11158.0,,964.0,122.0,476.0,1067.0
209,2021-01-09 23:00:00,33367.0,24129.0,11161.0,,1671.0,36.0,609.0,1089.0
210,2021-01-10 00:00:00,33654.0,25355.0,11163.0,,2546.0,1.0,709.0,1108.0
211,2021-01-10 01:00:00,33726.0,25995.0,11167.0,,2094.0,1.0,810.0,1178.0
212,2021-01-10 02:00:00,33920.0,25994.0,11168.0,,1494.0,1.0,957.0,1173.0
213,2021-01-10 03:00:00,33598.0,25876.0,11163.0,,1247.0,1.0,1016.0,1168.0
214,2021-01-10 04:00:00,32533.0,24598.0,11168.0,,1084.0,1.0,1214.0,1085.0
215,2021-01-10 05:00:00,31902.0,23288.0,11172.0,,930.0,1.0,1275.0,1083.0
216,2021-01-10 06:00:00,31261.0,22667.0,11175.0,,931.0,1.0,1381.0,1058.0
217,2021-01-10 07:00:00,29944.0,22268.0,11179.0,,931.0,1.0,1547.0,1051.0
218,2021-01-10 08:00:00,29601.0,22270.0,11182.0,,929.0,1.0,1724.0,1049.0
219,2021-01-10 09:00:00,29032.0,22075.0,11181.0,,929.0,1.0,2067.0,1068.0
220,2021-01-10 10:00:00,29226.0,22179.0,11179.0,,922.0,1.0,2245.0,1080.0
221,2021-01-10 11:00:00,29701.0,21980.0,11164.0,,922.0,1.0,2487.0,1081.0
222,2021-01-10 12:00:00,30270.0,22010.0,11163.0,,935.0,1.0,2874.0,1083.0
223,2021-01-10 13:00:00,30517.0,22141.0,11166.0,,970.0,1.0,3240.0,1083.0
224,2021-01-10 14:00:00,30936.0,22666.0,11167.0,,1271.0,2.0,3246.0,1085.0
225,2021-01-10 15:00:00,32267.0,23266.0,11162.0,,1095.0,27.0,3129.0,1086.0
226,2021-01-10 16:00:00,32626.0,23180.0,11160.0,,1269.0,102.0,3038.0,1089.0
227,2021-01-10 17:00:00,33224.0,23188.0,11158.0,,1055.0,169.0,2972.0,1084.0
228,2021-01-10 18:00:00,33338.0,23015.0,11163.0,,1006.0,174.0,3224.0,1083.0
229,2021-01-10 19:00:00,32751.0,22392.0,11194.0,,998.0,169.0,3844.0,1082.0
230,2021-01-10 20:00:00,31990.0,22334.0,11208.0,,993.0,142.0,4448.0,1077.0
231,2021-01-10 21:00:00,30963.0,22248.0,11293.0,,988.0,90.0,5166.0,1081.0
232,2021-01-10 22:00:00,31410.0,22404.0,11424.0,,1000.0,51.0,5481.0,1084.0
233,2021-01-10 23:00:00,32349.0,23872.0,11397.0,,1158.0,12.0,5294.0,1099.0
234,2021-01-11 00:00:00,33506.0,25472.0,11265.0,,2224.0,2.0,5284.0,1101.0
235,2021-01-11 01:00:00,33156.0,25717.0,11271.0,,1665.0,1.0,5268.0,1098.0
236,2021-01-11 02:00:00,33271.0,25709.0,11269.0,,1051.0,1.0,5512.0,1081.0
237,2021-01-11 03:00:00,32621.0,24789.0,11294.0,,1017.0,1.0,6213.0,1064.0
238,2021-01-11 04:00:00,31260.0,23525.0,11315.0,,1019.0,1.0,7039.0,1072.0
239,2021-01-11 05:00:00,29502.0,22492.0,11325.0,,988.0,1.0,7845.0,1067.0
240,2021-01-11 06:00:00,28309.0,20715.0,11327.0,,965.0,1.0,9062.0,1063.0
241,2021-01-11 07:00:00,26655.0,19791.0,11325.0,,965.0,0.0,10310.0,1050.0
242,2021-01-11 08:00:00,25081.0,19605.0,11326.0,,966.0,0.0,11507.0,1035.0
243,2021-01-11 09:00:00,23987.0,19640.0,11327.0,,959.0,0.0,12427.0,1039.0
244,2021-01-11 10:00:00,23916.0,20039.0,11327.0,,958.0,0.0,12618.0,1038.0
245,2021-01-11 11:00:00,25365.0,20725.0,11322.0,,962.0,0.0,12914.0,1061.0
246,2021-01-11 12:00:00,26623.0,22041.0,11323.0,,1109.0,1.0,13224.0,1071.0
247,2021-01-11 13:00:00,28439.0,23406.0,11324.0,,2145.0,1.0,14031.0,1087.0
248,2021-01-11 14:00:00,29926.0,23549.0,11322.0,,2212.0,1.0,15471.0,1100.0
249,2021-01-11 15:00:00,30449.0,23724.0,11319.0,,2015.0,29.0,15883.0,1090.0
250,2021-01-11 16:00:00,30696.0,24374.0,11329.0,,1642.0,103.0,15468.0,1078.0
251,2021-01-11 17:00:00,30826.0,24371.0,11322.0,,1033.0,157.0,15766.0,1080.0
252,2021-01-11 18:00:00,30696.0,24064.0,11326.0,,936.0,232.0,15557.0,1070.0
253,2021-01-11 19:00:00,30591.0,23875.0,11328.0,,940.0,232.0,15539.0,1065.0
254,2021-01-11 20:00:00,30492.0,23988.0,11325.0,,995.0,197.0,14568.0,1088.0
255,2021-01-11 21:00:00,29713.0,23425.0,11324.0,,996.0,198.0,14371.0,1083.0
256,2021-01-11 22:00:00,29368.0,23334.0,11323.0,,992.0,149.0,14297.0,1076.0
257,2021-01-11 23:00:00,29981.0,24370.0,11330.0,,1152.0,40.0,13932.0,1075.0
258,2021-01-12 00:00:00,30624.0,24508.0,11313.0,,2387.0,1.0,14596.0,1078.0
259,2021-01-12 01:00:00,30718.0,24830.0,11314.0,,1962.0,1.0,14992.0,1072.0
260,2021-01-12 02:00:00,30594.0,24767.0,11311.0,,1137.0,1.0,14684.0,1071.0
261,2021-01-12 03:00:00,29536.0,23813.0,11311.0,,1026.0,1.0,14281.0,1062.0
262,2021-01-12 04:00:00,28645.0,22693.0,11311.0,,1172.0,1.0,13981.0,1052.0
263,2021-01-12 05:00:00,28399.0,21935.0,11315.0,,1169.0,0.0,12800.0,1047.0
264,2021-01-12 06:00:00,27477.0,21215.0,11315.0,,1139.0,1.0,11671.0,1041.0
265,2021-01-12 07:00:00,26705.0,20943.0,11321.0,,1041.0,0.0,10657.0,1051.0
266,2021-01-12 08:00:00,26433.0,20810.0,11323.0,,1030.0,0.0,10009.0,1047.0
267,2021-01-12 09:00:00,26967.0,20920.0,11327.0,,926.0,0.0,9368.0,1054.0
268,2021-01-12 10:00:00,27389.0,21124.0,11328.0,,925.0,0.0,9162.0,1055.0
269,2021-01-12 11:00:00,28492.0,21666.0,11323.0,,924.0,0.0,9126.0,1054.0
270,2021-01-12 12:00:00,29869.0,24080.0,11323.0,,1047.0,1.0,9040.0,1061.0
271,2021-01-12 13:00:00,31593.0,26716.0,11320.0,,2482.0,1.0,8548.0,1077.0
272,2021-01-12 14:00:00,33510.0,27390.0,11320.0,,3006.0,7.0,8544.0,1078.0
273,2021-01-12 15:00:00,33546.0,26284.0,11318.0,,2427.0,93.0,8868.0,1076.0
274,2021-01-12 16:00:00,32494.0,25563.0,11313.0,,2373.0,213.0,8675.0,1062.0
275,2021-01-12 17:00:00,32310.0,25123.0,11297.0,,1432.0,292.0,7641.0,1056.0
276,2021-01-12 18:00:00,32882.0,24013.0,11305.0,,1003.0,349.0,6736.0,1054.0
277,2021-01-12 19:00:00,32447.0,22743.0,11307.0,,1016.0,366.0,6512.0,1047.0
278,2021-01-12 20:00:00,31313.0,21934.0,11308.0,,1024.0,320.0,6547.0,987.0
279,2021-01-12 21:00:00,30099.0,21760.0,11303.0,,1032.0,290.0,6761.0,931.0
280,2021-01-12 22:00:00,29632.0,21788.0,11307.0,,1022.0,218.0,7232.0,932.0
281,2021-01-12 23:00:00,30186.0,21861.0,11378.0,,1343.0,89.0,8496.0,966.0
282,2021-01-13 00:00:00,30787.0,21959.0,11429.0,,2235.0,30.0,10983.0,1032.0
