UTC Time at End of Hour,Net Generation (MW) from Wind,temp,dwpt,rhum,prcp,wdir,wspd,pres
2021-01-01 06:00:00,9486.0,-6.0,-6.0,100.0,0.0,130.0,20.5,1025.3
2021-01-01 07:00:00,8780.0,-6.0,-6.0,100.0,0.0,100.0,9.4,1025.2
2021-01-01 08:00:00,6912.0,-6.0,-6.0,100.0,0.0,110.0,13.0,1025.0
2021-01-01 09:00:00,5967.0,-6.0,-6.0,100.0,0.0,90.0,16.6,1024.5
2021-01-01 10:00:00,5074.0,-6.0,-6.0,100.0,0.0,80.0,13.0,1024.1
2021-01-01 11:00:00,4639.0,-6.0,-6.0,100.0,0.0,50.0,16.6,1023.4
2021-01-01 12:00:00,4082.0,-6.0,-6.0,100.0,0.0,50.0,20.5,1022.2
2021-01-01 13:00:00,3355.0,-7.0,-7.0,100.0,0.0,50.0,27.7,1020.9
2021-01-01 14:00:00,3284.0,-7.0,-7.0,100.0,0.0,40.0,14.8,1020.6
2021-01-01 15:00:00,3703.0,-7.0,-7.0,100.0,0.0,40.0,22.3,1019.2
2021-01-01 16:00:00,3700.0,-6.0,-6.0,100.0,0.0,40.0,14.8,1018.7
2021-01-01 17:00:00,3109.0,-6.0,-6.0,100.0,0.0,30.0,13.0,1017.9
2021-01-01 18:00:00,2971.0,-6.0,-6.0,100.0,0.0,350.0,13.0,1017.1
2021-01-01 19:00:00,2988.0,-5.0,-6.0,93.0,0.0,360.0,18.4,1016.6
2021-01-01 20:00:00,2765.0,-5.0,-5.0,100.0,0.0,340.0,14.8,1016.3
2021-01-01 21:00:00,3106.0,-4.0,-5.0,93.0,0.0,340.0,16.6,1016.5
2021-01-01 22:00:00,3920.0,-4.0,-5.0,93.0,0.0,340.0,16.6,1017.0
2021-01-01 23:00:00,4779.0,-4.0,-5.0,93.0,0.0,340.0,18.4,1017.4
2021-01-02 00:00:00,5252.0,-4.0,-5.0,93.0,0.0,350.0,16.6,1018.8
2021-01-02 01:00:00,5716.0,-5.0,-6.0,93.0,0.0,350.0,18.4,1019.1
2021-01-02 02:00:00,6082.0,-6.0,-6.0,100.0,0.0,350.0,16.6,1018.9
2021-01-02 03:00:00,5960.0,-6.0,-6.9,93.0,0.0,350.0,14.8,1018.8
2021-01-02 04:00:00,6155.0,-8.0,-8.0,100.0,0.0,320.0,9.4,1019.2
2021-01-02 05:00:00,6147.0,-9.0,-9.0,100.0,0.0,300.0,5.4,1019.8
2021-01-02 06:00:00,5887.0,-9.0,-9.0,100.0,0.0,300.0,9.4,1020.5
2021-01-02 07:00:00,5319.0,-11.0,-11.0,100.0,0.0,330.0,9.4,1020.6
2021-01-02 08:00:00,4875.0,-11.0,-11.0,100.0,0.0,320.0,11.2,1021.5
2021-01-02 09:00:00,4452.0,-14.0,-14.0,100.0,0.0,220.0,7.6,1022.1
2021-01-02 10:00:00,4490.0,-12.0,-12.0,100.0,0.0,310.0,13.0,1022.0
2021-01-02 11:00:00,4346.0,-10.0,-10.0,100.0,0.0,350.0,13.0,1022.0
2021-01-02 12:00:00,4800.0,-11.0,-11.0,100.0,0.0,350.0,11.2,1022.1
2021-01-02 13:00:00,4640.0,-14.0,-14.0,100.0,0.0,170.0,5.4,1022.1
2021-01-02 14:00:00,4518.0,-13.0,-13.0,100.0,0.0,300.0,5.4,1022.5
2021-01-02 15:00:00,4426.0,-13.0,-13.0,100.0,0.0,0.0,0.0,1023.2
2021-01-02 16:00:00,4285.0,-11.0,-11.0,100.0,0.0,0.0,0.0,1023.5
2021-01-02 17:00:00,4383.0,-9.0,-10.1,92.0,0.0,50.0,5.4,1023.3
2021-01-02 18:00:00,4750.0,-8.0,-9.9,86.0,0.0,0.0,0.0,1022.0
2021-01-02 19:00:00,4830.0,-7.0,-8.9,86.0,0.0,0.0,0.0,1020.4
2021-01-02 20:00:00,4573.0,-6.0,-8.0,86.0,0.0,170.0,5.4,1020.0
2021-01-02 21:00:00,4344.0,-4.0,-8.0,74.0,0.0,10.0,11.2,1019.9
2021-01-02 22:00:00,4160.0,-5.0,-7.9,80.0,0.0,50.0,13.0,1019.9
2021-01-02 23:00:00,4544.0,-6.0,-8.0,86.0,0.0,0.0,0.0,1019.9
2021-01-03 00:00:00,5189.0,-7.0,-7.9,93.0,0.0,90.0,7.6,1019.4
2021-01-03 01:00:00,5729.0,-7.0,-7.9,93.0,0.0,120.0,7.6,1019.0
2021-01-03 02:00:00,6397.0,-8.0,-8.0,100.0,0.0,0.0,0.0,1018.6
2021-01-03 03:00:00,6873.0,-9.0,-9.0,100.0,0.0,90.0,7.6,1018.1
2021-01-03 04:00:00,7045.0,-9.0,-9.0,100.0,0.0,0.0,0.0,1018.3
2021-01-03 05:00:00,7434.0,-11.0,-11.0,100.0,0.0,0.0,0.0,1018.0
2021-01-03 06:00:00,8006.0,-10.0,-10.0,100.0,0.0,0.0,0.0,1018.2
2021-01-03 07:00:00,8115.0,-11.0,-11.0,100.0,0.0,90.0,9.4,1018.2
2021-01-03 08:00:00,8526.0,-10.0,-10.0,100.0,0.0,0.0,0.0,1018.5
2021-01-03 09:00:00,8811.0,-12.0,-12.0,100.0,0.0,0.0,0.0,1018.0
2021-01-03 10:00:00,8244.0,-10.0,-10.0,100.0,0.0,150.0,5.4,1017.4
2021-01-03 11:00:00,7774.0,-12.0,-12.0,100.0,0.0,130.0,5.4,1016.8
2021-01-03 12:00:00,8173.0,-12.0,-12.0,100.0,0.0,140.0,7.6,1016.9
2021-01-03 13:00:00,8145.0,-14.0,-14.0,100.0,0.0,140.0,9.4,1017.5
2021-01-03 14:00:00,7680.0,-14.0,-14.0,100.0,0.0,160.0,11.2,1017.2
2021-01-03 15:00:00,7792.0,-14.0,-15.0,92.0,0.0,130.0,11.2,1017.2
2021-01-03 16:00:00,8155.0,-12.0,-12.0,100.0,0.0,80.0,9.4,1017.6
2021-01-03 17:00:00,7982.0,-10.0,-10.0,100.0,0.0,130.0,7.6,1017.7
2021-01-03 18:00:00,7111.0,-8.0,-8.0,100.0,0.0,100.0,5.4,1017.1
2021-01-03 19:00:00,5631.0,-6.0,-6.0,100.0,0.0,150.0,13.0,1016.6
2021-01-03 20:00:00,4988.0,-6.0,-6.0,100.0,0.0,140.0,14.8,1016.6
2021-01-03 21:00:00,5037.0,-4.0,-4.0,100.0,0.0,130.0,11.2,1016.2
2021-01-03 22:00:00,5822.0,-4.0,-5.0,93.0,0.0,140.0,14.8,1015.9
2021-01-03 23:00:00,7214.0,-4.0,-5.0,93.0,0.0,130.0,18.4,1015.9
2021-01-04 00:00:00,9898.0,-6.0,-6.0,100.0,0.0,160.0,5.4,1016.3
2021-01-04 01:00:00,10643.0,-6.0,-6.0,100.0,0.0,180.0,13.0,1016.0
2021-01-04 02:00:00,11648.0,-5.0,-5.0,100.0,0.0,170.0,16.6,1015.8
2021-01-04 03:00:00,11187.0,-3.0,-3.0,100.0,0.0,180.0,14.8,1015.6
2021-01-04 04:00:00,10565.0,-2.0,-2.0,100.0,0.0,180.0,16.6,1015.4
2021-01-04 05:00:00,9788.0,-2.0,-2.0,100.0,0.0,180.0,18.4,1015.1
2021-01-04 06:00:00,9336.0,-2.0,-2.0,100.0,0.0,190.0,13.0,1014.9
2021-01-04 07:00:00,8850.0,-2.0,-2.0,100.0,0.0,180.0,20.5,1014.7
2021-01-04 08:00:00,8415.0,-2.0,-2.0,100.0,0.0,161.0,9.4,1014.8
2021-01-04 09:00:00,8006.0,-2.0,-2.0,100.0,0.0,166.0,9.7,1014.9
2021-01-04 10:00:00,7534.0,-2.0,-2.0,100.0,0.0,175.0,10.8,1014.6
2021-01-04 11:00:00,7159.0,-2.0,-2.0,100.0,0.0,175.0,9.7,1014.6
2021-01-04 12:00:00,7240.0,-2.0,-2.0,100.0,0.0,184.0,8.6,1014.9
2021-01-04 13:00:00,7433.0,-2.0,-2.0,100.0,0.0,182.0,9.7,1015.1
2021-01-04 14:00:00,8107.0,-2.0,-2.0,100.0,0.0,196.0,8.6,1015.5
2021-01-04 15:00:00,8694.0,-2.0,-2.0,100.0,0.0,201.0,10.1,1015.2
2021-01-04 16:00:00,9275.0,-2.0,-2.0,100.0,0.0,223.0,10.4,1015.3
2021-01-04 17:00:00,9469.0,-1.0,-1.0,100.0,0.0,248.0,13.7,1015.5
2021-01-04 18:00:00,10188.0,-1.0,-1.0,100.0,0.0,266.0,13.7,1014.7
2021-01-04 19:00:00,10179.0,0.0,0.0,100.0,0.0,260.0,13.0,1014.9
2021-01-04 20:00:00,10429.0,0.0,0.0,100.0,0.1,250.0,11.2,1014.9
2021-01-04 21:00:00,10980.0,2.0,2.0,100.0,0.0,300.0,16.6,1015.4
2021-01-04 22:00:00,11314.0,2.0,1.0,93.0,0.0,290.0,18.4,1015.8
2021-01-04 23:00:00,11626.0,2.0,1.0,93.0,0.0,290.0,20.5,1016.4
2021-01-05 00:00:00,12561.0,1.0,0.0,93.0,0.0,290.0,20.5,1017.0
2021-01-05 01:00:00,12961.0,0.0,0.0,100.0,0.0,280.0,18.4,1017.3
2021-01-05 02:00:00,12901.0,0.0,0.0,100.0,0.0,280.0,18.4,1017.7
2021-01-05 03:00:00,13053.0,-1.0,-1.0,100.0,0.0,280.0,14.8,1018.0
2021-01-05 04:00:00,12697.0,-2.0,-2.0,100.0,0.0,270.0,9.4,1018.2
2021-01-05 05:00:00,11885.0,-3.0,-3.0,100.0,0.0,270.0,14.8,1018.5
2021-01-05 06:00:00,10398.0,-3.0,-3.0,100.0,0.0,270.0,16.6,1019.2
2021-01-05 07:00:00,8898.0,-3.0,-3.0,100.0,0.0,290.0,11.2,1019.5
2021-01-05 08:00:00,7521.0,-4.0,-4.0,100.0,0.0,280.0,11.2,1020.0
2021-01-05 09:00:00,5668.0,-4.0,-4.0,100.0,0.0,290.0,11.2,1020.5
2021-01-05 10:00:00,4360.0,-7.0,-7.0,100.0,0.0,240.0,13.0,1020.5
2021-01-05 11:00:00,3720.0,-5.0,-5.0,100.0,0.0,280.0,9.4,1020.8
2021-01-05 12:00:00,3324.0,-6.0,-6.0,100.0,0.0,280.0,11.2,1020.8
2021-01-05 13:00:00,2860.0,-7.0,-7.0,100.0,0.0,40.0,7.6,1021.0
2021-01-05 14:00:00,2957.0,-9.0,-9.0,100.0,0.0,210.0,5.4,1020.8
2021-01-05 15:00:00,3333.0,-11.0,-11.0,100.0,0.0,0.0,0.0,1021.5
2021-01-05 16:00:00,4721.0,-8.0,-8.0,100.0,0.0,0.0,0.0,1022.1
2021-01-05 17:00:00,5725.0,-4.0,-4.0,100.0,0.0,0.0,0.0,1021.7
2021-01-05 18:00:00,6014.0,-3.0,-3.0,100.0,0.0,0.0,0.0,1021.0
2021-01-05 19:00:00,5710.0,-2.0,-2.0,100.0,0.0,0.0,0.0,1020.4
2021-01-05 20:00:00,5392.0,-1.0,-2.0,93.0,0.0,120.0,7.6,1020.1
2021-01-05 21:00:00,5545.0,-1.0,-1.0,100.0,0.0,90.0,5.4,1021.0
2021-01-05 22:00:00,6155.0,-1.0,-1.0,100.0,0.0,110.0,9.4,1021.3
2021-01-05 23:00:00,7148.0,-2.0,-2.0,100.0,0.0,90.0,14.8,1021.7
2021-01-06 00:00:00,8418.0,-1.0,-2.0,93.0,0.0,90.0,16.6,1021.8
2021-01-06 01:00:00,9802.0,0.0,-2.1,86.0,0.0,110.0,14.8,1021.9
2021-01-06 02:00:00,10016.0,-1.0,-2.0,93.0,0.0,130.0,9.4,1022.4
2021-01-06 03:00:00,10138.0,-1.0,-2.0,93.0,0.0,80.0,13.0,1022.6
2021-01-06 04:00:00,10087.0,-2.0,-2.0,100.0,0.0,90.0,11.2,1022.8
2021-01-06 05:00:00,10557.0,-2.0,-2.0,100.0,0.0,100.0,14.8,1023.1
2021-01-06 06:00:00,10468.0,-2.0,-2.0,100.0,0.0,90.0,13.0,1023.0
2021-01-06 07:00:00,10699.0,-2.0,-2.0,100.0,0.0,100.0,13.0,1022.8
2021-01-06 08:00:00,10813.0,-2.0,-2.0,100.0,0.0,90.0,16.6,1022.9
2021-01-06 09:00:00,11082.0,-1.0,-1.0,100.0,0.0,100.0,14.8,1022.9
2021-01-06 10:00:00,10529.0,-1.0,-1.0,100.0,0.0,120.0,13.0,1022.8
2021-01-06 11:00:00,10005.0,-1.0,-1.0,100.0,0.0,110.0,16.6,1022.9
2021-01-06 12:00:00,9779.0,-1.0,-1.0,100.0,0.0,90.0,18.4,1023.3
2021-01-06 13:00:00,9638.0,-1.0,-1.0,100.0,0.0,100.0,24.1,1023.6
2021-01-06 14:00:00,9119.0,-1.0,-1.0,100.0,0.0,100.0,24.1,1024.1
2021-01-06 15:00:00,8714.0,-1.0,-1.0,100.0,0.0,120.0,18.4,1024.8
2021-01-06 16:00:00,8929.0,-1.0,-1.0,100.0,0.0,130.0,18.4,1025.1
2021-01-06 17:00:00,8330.0,0.0,0.0,100.0,0.0,110.0,16.6,1025.2
2021-01-06 18:00:00,7474.0,0.0,0.0,100.0,0.0,110.0,18.4,1024.8
2021-01-06 19:00:00,6777.0,0.0,0.0,100.0,0.0,100.0,20.5,1024.3
2021-01-06 20:00:00,6145.0,0.0,0.0,100.0,0.0,110.0,18.4,1024.2
2021-01-06 21:00:00,5785.0,0.0,0.0,100.0,0.0,90.0,24.1,1024.5
2021-01-06 22:00:00,5926.0,-1.0,-1.0,100.0,0.0,100.0,20.5,1025.2
2021-01-06 23:00:00,7057.0,-1.0,-1.0,100.0,0.0,100.0,24.1,1025.6
2021-01-07 00:00:00,8174.0,-1.0,-1.0,100.0,0.0,90.0,24.1,1026.2
2021-01-07 01:00:00,8566.0,-1.0,-1.0,100.0,0.0,80.0,25.9,1026.6
2021-01-07 02:00:00,8625.0,-1.0,-1.0,100.0,0.0,90.0,20.5,1027.0
2021-01-07 03:00:00,8248.0,-2.0,-2.0,100.0,0.0,80.0,22.3,1027.5
2021-01-07 04:00:00,7842.0,-2.0,-2.0,100.0,0.0,90.0,22.3,1027.8
2021-01-07 05:00:00,7326.0,-2.0,-2.0,100.0,0.0,110.0,18.4,1028.4
2021-01-07 06:00:00,6913.0,-2.0,-2.0,100.0,0.0,90.0,24.1,1028.5
2021-01-07 07:00:00,6684.0,-3.0,-3.0,100.0,0.0,90.0,22.3,1028.6
2021-01-07 08:00:00,6867.0,-2.0,-2.0,100.0,0.0,90.0,18.4,1029.0
2021-01-07 09:00:00,7040.0,-2.0,-2.0,100.0,0.0,90.0,22.3,1029.5
2021-01-07 10:00:00,6863.0,-2.0,-2.0,100.0,0.0,90.0,14.8,1029.7
2021-01-07 11:00:00,6492.0,-3.0,-3.0,100.0,0.0,80.0,11.2,1029.7
2021-01-07 12:00:00,5893.0,-4.0,-4.0,100.0,0.0,90.0,13.0,1029.6
2021-01-07 13:00:00,5326.0,-6.0,-6.0,100.0,0.0,70.0,13.0,1029.9
2021-01-07 14:00:00,4760.0,-6.0,-6.0,100.0,0.0,70.0,13.0,1030.4
2021-01-07 15:00:00,4318.0,-5.0,-5.0,100.0,0.0,40.0,13.0,1030.8
2021-01-07 16:00:00,3905.0,-3.0,-3.0,100.0,0.0,40.0,11.2,1030.8
2021-01-07 17:00:00,3476.0,-3.0,-3.0,100.0,0.0,40.0,16.6,1030.7
2021-01-07 18:00:00,3097.0,-3.0,-3.0,100.0,0.0,40.0,14.8,1030.1
2021-01-07 19:00:00,2803.0,-2.0,-2.0,100.0,0.0,30.0,13.0,1029.7
2021-01-07 20:00:00,2646.0,-1.0,-1.0,100.0,0.0,40.0,9.4,1029.5
2021-01-07 21:00:00,2848.0,0.0,0.0,100.0,0.0,40.0,13.0,1029.7
2021-01-07 22:00:00,2980.0,0.0,0.0,100.0,0.0,40.0,11.2,1029.8
2021-01-07 23:00:00,3188.0,-1.0,-1.0,100.0,0.0,50.0,11.2,1030.1
2021-01-08 00:00:00,3192.0,-1.0,-1.0,100.0,0.0,30.0,7.6,1030.0
2021-01-08 01:00:00,2971.0,-2.0,-2.0,100.0,0.0,20.0,11.2,1030.1
2021-01-08 02:00:00,2853.0,-2.0,-2.0,100.0,0.0,30.0,11.2,1030.0
2021-01-08 03:00:00,2867.0,-2.0,-2.0,100.0,0.0,20.0,13.0,1029.9
2021-01-08 04:00:00,2887.0,-2.0,-2.0,100.0,0.0,20.0,13.0,1030.1
2021-01-08 05:00:00,2736.0,-2.0,-2.0,100.0,0.0,30.0,14.8,1030.2
2021-01-08 06:00:00,2505.0,-2.0,-2.0,100.0,0.0,20.0,14.8,1030.5
2021-01-08 07:00:00,2341.0,-2.0,-2.0,100.0,0.0,20.0,14.8,1030.5
2021-01-08 08:00:00,2344.0,-2.0,-2.0,100.0,0.0,20.0,14.8,1030.5
2021-01-08 09:00:00,2237.0,-2.0,-2.0,100.0,0.0,10.0,13.0,1030.5
2021-01-08 10:00:00,2241.0,-2.0,-2.0,100.0,0.0,20.0,14.8,1030.4
2021-01-08 11:00:00,2415.0,-2.0,-2.0,100.0,0.0,10.0,16.6,1030.3
2021-01-08 12:00:00,2589.0,-3.0,-3.0,100.0,0.0,20.0,11.2,1030.4
2021-01-08 13:00:00,2891.0,-3.0,-3.0,100.0,0.0,20.0,11.2,1030.7
2021-01-08 14:00:00,2951.0,-3.0,-3.0,100.0,0.0,10.0,13.0,1031.0
2021-01-08 15:00:00,2588.0,-3.0,-3.0,100.0,0.0,330.0,5.4,1031.5
2021-01-08 16:00:00,2255.0,-2.0,-3.0,93.0,0.0,20.0,7.6,1031.8
2021-01-08 17:00:00,2063.0,-2.0,-3.0,93.0,0.0,20.0,11.2,1031.5
2021-01-08 18:00:00,2017.0,-1.0,-3.0,86.0,0.0,10.0,13.0,1030.4
2021-01-08 19:00:00,2031.0,-1.0,-4.0,80.0,0.0,10.0,13.0,1029.7
2021-01-08 20:00:00,2207.0,-1.0,-3.0,86.0,0.0,360.0,14.8,1029.4
2021-01-08 21:00:00,2455.0,-1.0,-3.0,86.0,0.0,350.0,13.0,1029.2
2021-01-08 22:00:00,2533.0,-1.0,-3.0,86.0,0.0,360.0,9.4,1028.9
2021-01-08 23:00:00,2553.0,-2.0,-3.0,93.0,0.0,350.0,14.8,1028.7
2021-01-09 00:00:00,2555.0,-2.0,-3.0,93.0,0.0,350.0,13.0,1028.8
2021-01-09 01:00:00,2623.0,-3.0,-4.0,93.0,0.0,350.0,14.8,1029.1
2021-01-09 02:00:00,2384.0,-4.0,-4.0,100.0,0.0,30.0,11.2,1029.0
2021-01-09 03:00:00,2106.0,-4.0,-4.0,100.0,0.0,30.0,13.0,1029.1
2021-01-09 04:00:00,1894.0,-4.0,-4.0,100.0,0.0,30.0,14.8,1029.0
2021-01-09 05:00:00,1588.0,-4.0,-5.0,93.0,0.0,20.0,13.0,1028.9
2021-01-09 06:00:00,1374.0,-5.0,-5.0,100.0,0.0,340.0,9.4,1028.9
2021-01-09 07:00:00,1279.0,-5.0,-5.0,100.0,0.0,330.0,11.2,1029.2
2021-01-09 08:00:00,1315.0,-5.0,-5.0,100.0,0.0,350.0,11.2,1029.6
2021-01-09 09:00:00,1414.0,-5.0,-5.0,100.0,0.0,360.0,5.4,1029.9
2021-01-09 10:00:00,1349.0,-5.0,-5.0,100.0,0.0,330.0,7.6,1029.8
2021-01-09 11:00:00,1510.0,-5.0,-5.0,100.0,0.0,0.0,0.0,1029.9
2021-01-09 12:00:00,1364.0,-5.0,-5.0,100.0,0.0,3.0,9.4,1030.1
2021-01-09 13:00:00,1141.0,-5.0,-5.0,100.0,0.0,360.0,9.4,1030.4
2021-01-09 14:00:00,873.0,-5.0,-5.0,100.0,0.0,360.0,9.4,1030.9
2021-01-09 15:00:00,576.0,-5.0,-5.0,100.0,0.0,340.0,9.4,1031.2
2021-01-09 16:00:00,358.0,-5.0,-5.0,100.0,0.0,340.0,7.6,1031.8
2021-01-09 17:00:00,227.0,-5.0,-6.0,93.0,0.0,0.0,0.0,1031.8
2021-01-09 18:00:00,262.0,-5.0,-5.0,100.0,0.0,343.0,5.4,1031.2
2021-01-09 19:00:00,219.0,-5.0,-5.0,100.0,0.0,320.0,9.4,1030.7
2021-01-09 20:00:00,274.0,-5.0,-6.0,93.0,0.0,330.0,9.4,1030.3
2021-01-09 21:00:00,348.0,-4.0,-6.0,86.0,0.0,340.0,11.2,1030.4
2021-01-09 22:00:00,476.0,-4.0,-6.0,86.0,0.0,20.0,9.4,1030.8
2021-01-09 23:00:00,609.0,-5.0,-6.0,93.0,0.0,310.0,7.6,1031.1
2021-01-10 00:00:00,709.0,-5.0,-6.0,93.0,0.0,330.0,7.6,1031.0
2021-01-10 01:00:00,810.0,-5.0,-6.0,93.0,0.0,330.0,7.6,1030.9
2021-01-10 02:00:00,957.0,-5.0,-6.0,93.0,0.0,320.0,9.4,1031.1
2021-01-10 03:00:00,1016.0,-6.0,-6.0,100.0,0.0,330.0,9.4,1031.4
2021-01-10 04:00:00,1214.0,-6.0,-6.9,93.0,0.0,320.0,9.4,1031.5
2021-01-10 05:00:00,1275.0,-6.0,-6.0,100.0,0.0,320.0,14.8,1031.2
2021-01-10 06:00:00,1381.0,-6.0,-6.0,100.0,0.0,320.0,11.2,1030.8
2021-01-10 07:00:00,1547.0,-6.0,-6.0,100.0,0.0,320.0,9.4,1031.1
2021-01-10 08:00:00,1724.0,-6.0,-6.0,100.0,0.0,300.0,9.4,1031.1
2021-01-10 09:00:00,2067.0,-6.0,-6.0,100.0,0.0,310.0,16.6,1031.4
2021-01-10 10:00:00,2245.0,-7.0,-7.0,100.0,0.0,320.0,18.4,1031.4
2021-01-10 11:00:00,2487.0,-6.0,-6.0,100.0,0.0,310.0,16.6,1031.5
2021-01-10 12:00:00,2874.0,-6.0,-6.0,100.0,0.0,320.0,9.4,1031.5
2021-01-10 13:00:00,3240.0,-6.0,-6.0,100.0,0.0,350.0,22.3,1031.9
2021-01-10 14:00:00,3246.0,-6.0,-6.0,100.0,0.0,320.0,11.2,1032.1
2021-01-10 15:00:00,3129.0,-6.0,-6.0,100.0,0.0,220.0,9.4,1032.0
2021-01-10 16:00:00,3038.0,-6.0,-6.0,100.0,0.0,230.0,9.4,1032.1
2021-01-10 17:00:00,2972.0,-5.0,-5.0,100.0,0.0,270.0,13.0,1032.0
2021-01-10 18:00:00,3224.0,-4.0,-4.0,100.0,0.0,280.0,14.8,1031.0
2021-01-10 19:00:00,3844.0,-3.0,-3.0,100.0,0.0,270.0,13.0,1030.3
2021-01-10 20:00:00,4448.0,-2.0,-2.0,100.0,0.0,270.0,11.2,1029.7
2021-01-10 21:00:00,5166.0,-2.0,-2.0,100.0,0.0,290.0,13.0,1029.3
2021-01-10 22:00:00,5481.0,-1.0,-2.0,93.0,0.0,310.0,14.8,1029.5
2021-01-10 23:00:00,5294.0,-1.0,-2.0,93.0,0.0,330.0,16.6,1029.2
2021-01-11 00:00:00,5284.0,-1.0,-3.0,86.0,0.0,320.0,16.6,1029.3
2021-01-11 01:00:00,5268.0,-1.0,-3.0,86.0,0.0,320.0,16.6,1029.2
2021-01-11 02:00:00,5512.0,-1.0,-3.0,86.0,0.0,330.0,14.8,1029.4
2021-01-11 03:00:00,6213.0,-1.0,-3.0,86.0,0.0,310.0,11.2,1029.4
2021-01-11 04:00:00,7039.0,-2.0,-3.0,93.0,0.0,290.0,9.4,1029.5
2021-01-11 05:00:00,7845.0,-1.0,-3.0,86.0,0.0,280.0,13.0,1029.3
2021-01-11 06:00:00,9062.0,-1.0,-3.0,86.0,0.0,280.0,11.2,1029.0
2021-01-11 07:00:00,10310.0,-1.0,-3.0,86.0,0.0,260.0,18.4,1028.6
2021-01-11 08:00:00,11507.0,-1.0,-3.0,86.0,0.0,250.0,9.4,1028.6
2021-01-11 09:00:00,12427.0,-1.0,-3.0,86.0,0.0,250.0,14.8,1028.3
2021-01-11 10:00:00,12618.0,-1.0,-3.0,86.0,0.0,250.0,14.8,1027.5
2021-01-11 11:00:00,12914.0,-1.0,-2.0,93.0,0.0,250.0,16.6,1026.7
2021-01-11 12:00:00,13224.0,-2.0,-3.0,93.0,0.0,230.0,14.8,1026.2
2021-01-11 13:00:00,14031.0,-3.0,-4.0,93.0,0.0,210.0,13.0,1026.1
2021-01-11 14:00:00,15471.0,-4.0,-4.0,100.0,0.0,190.0,13.0,1025.9
2021-01-11 15:00:00,15883.0,-3.0,-3.0,100.0,0.0,200.0,18.4,1025.6
2021-01-11 16:00:00,15468.0,-1.0,-2.0,93.0,0.0,210.0,16.6,1025.9
2021-01-11 17:00:00,15766.0,0.0,-2.1,86.0,0.0,210.0,24.1,1025.2
2021-01-11 18:00:00,15557.0,2.0,-0.9,81.0,0.0,220.0,24.1,1023.5
2021-01-11 19:00:00,15539.0,3.0,0.1,81.0,0.0,220.0,22.3,1022.2
2021-01-11 20:00:00,14568.0,3.0,0.1,81.0,0.0,220.0,25.9,1021.6
2021-01-11 21:00:00,14371.0,4.0,0.0,75.0,0.0,210.0,25.9,1021.0
2021-01-11 22:00:00,14297.0,4.0,0.0,75.0,0.0,220.0,24.1,1020.8
2021-01-11 23:00:00,13932.0,3.0,0.1,81.0,0.0,200.0,22.3,1020.4
2021-01-12 00:00:00,14596.0,2.0,0.1,87.0,0.0,220.0,22.3,1020.4
2021-01-12 01:00:00,14992.0,1.0,0.0,93.0,0.0,210.0,16.6,1020.0
2021-01-12 02:00:00,14684.0,1.0,0.0,93.0,0.0,230.0,18.4,1019.7
2021-01-12 03:00:00,14281.0,1.0,0.0,93.0,0.0,230.0,16.6,1019.9
2021-01-12 04:00:00,13981.0,0.0,0.0,100.0,0.0,230.0,11.2,1020.2
2021-01-12 05:00:00,12800.0,0.0,-1.0,93.0,0.0,240.0,13.0,1020.1
2021-01-12 06:00:00,11671.0,-1.0,-1.0,100.0,0.0,230.0,16.6,1019.8
2021-01-12 07:00:00,10657.0,0.0,-1.0,93.0,0.0,250.0,11.2,1019.8
2021-01-12 08:00:00,10009.0,-1.0,-2.0,93.0,0.0,250.0,13.0,1020.0
2021-01-12 09:00:00,9368.0,-2.0,-2.0,100.0,0.0,260.0,9.4,1020.2
2021-01-12 10:00:00,9162.0,-3.0,-3.0,100.0,0.0,250.0,11.2,1019.8
2021-01-12 11:00:00,9126.0,-3.0,-3.0,100.0,0.0,260.0,13.0,1020.2
2021-01-12 12:00:00,9040.0,-3.0,-3.0,100.0,0.0,260.0,11.2,1020.4
2021-01-12 13:00:00,8548.0,-3.0,-3.0,100.0,0.0,250.0,9.4,1020.4
2021-01-12 14:00:00,8544.0,-4.0,-4.0,100.0,0.0,230.0,11.2,1020.3
2021-01-12 15:00:00,8868.0,-4.0,-4.0,100.0,0.0,240.0,9.4,1020.7
2021-01-12 16:00:00,8675.0,-3.0,-3.0,100.0,0.0,230.0,9.4,1020.8
2021-01-12 17:00:00,7641.0,-1.0,-2.0,93.0,0.0,260.0,11.2,1020.8
2021-01-12 18:00:00,6736.0,1.0,-0.9,87.0,0.0,0.0,0.0,1019.9
2021-01-12 19:00:00,6512.0,2.0,0.1,87.0,0.0,230.0,11.2,1019.2
2021-01-12 20:00:00,6547.0,3.0,0.1,81.0,0.0,230.0,11.2,1018.6
2021-01-12 21:00:00,6761.0,4.0,1.0,81.0,0.0,180.0,7.6,1018.0
2021-01-12 22:00:00,7232.0,5.0,0.0,70.0,0.0,200.0,7.6,1017.7
2021-01-12 23:00:00,8496.0,3.0,0.1,81.0,0.0,190.0,7.6,1017.4
2021-01-13 00:00:00,10983.0,3.0,0.1,81.0,0.0,210.0,13.0,1017.2
2021-01-13 01:00:00,12272.0,2.0,0.1,87.0,0.0,200.0,11.2,1016.9
2021-01-13 02:00:00,12836.0,3.0,0.1,81.0,0.0,210.0,16.6,1016.6
2021-01-13 03:00:00,13313.0,2.0,0.1,87.0,0.0,220.0,13.0,1016.7
