UTC Time at End of Hour,Net Generation (MW) from Coal,Net Generation (MW) from Natural Gas,Net Generation (MW) from Nuclear,Net Generation (MW) from All Petroleum Products
2021-06-19 14:00:00,28083.0,19335.0,11344.0,
2021-06-19 15:00:00,30383.0,20786.0,11342.0,
2021-06-19 16:00:00,31644.0,22655.0,11336.0,
2021-06-19 17:00:00,33255.0,24632.0,11333.0,
2021-06-19 18:00:00,34190.0,26347.0,11333.0,
2021-06-19 19:00:00,35108.0,27974.0,11329.0,
2021-06-19 20:00:00,35807.0,29559.0,11326.0,
2021-06-19 21:00:00,36541.0,30929.0,11320.0,
2021-06-19 22:00:00,36957.0,31974.0,11316.0,
2021-06-19 23:00:00,37200.0,32617.0,11314.0,
2021-06-20 00:00:00,37068.0,31423.0,11311.0,
2021-06-20 01:00:00,36631.0,29470.0,11315.0,
2021-06-20 02:00:00,35993.0,27138.0,11319.0,
2021-06-20 03:00:00,35036.0,25482.0,11322.0,
2021-06-20 04:00:00,32499.0,22745.0,11323.0,
2021-06-20 05:00:00,29784.0,19910.0,11324.0,
2021-06-20 06:00:00,27529.0,17272.0,11326.0,
2021-06-20 07:00:00,25257.0,14936.0,11331.0,
2021-06-20 08:00:00,23204.0,13948.0,11344.0,
2021-06-20 09:00:00,22214.0,13458.0,11347.0,
2021-06-20 10:00:00,22278.0,13631.0,11345.0,
2021-06-20 11:00:00,21510.0,12564.0,11344.0,
2021-06-20 12:00:00,20950.0,12436.0,11345.0,
2021-06-20 13:00:00,22048.0,13882.0,11338.0,
2021-06-20 14:00:00,24347.0,16419.0,11330.0,
2021-06-20 15:00:00,26848.0,18658.0,11323.0,
2021-06-20 16:00:00,29435.0,21023.0,11321.0,
2021-06-20 17:00:00,31404.0,23745.0,11322.0,
2021-06-20 18:00:00,32287.0,26789.0,11320.0,
2021-06-20 19:00:00,33283.0,28630.0,11314.0,
2021-06-20 20:00:00,33936.0,29140.0,11307.0,
2021-06-20 21:00:00,34479.0,28902.0,11313.0,
2021-06-20 22:00:00,34933.0,29018.0,11313.0,
2021-06-20 23:00:00,34097.0,28461.0,11310.0,
2021-06-21 00:00:00,33155.0,28156.0,11313.0,
2021-06-21 01:00:00,32171.0,25795.0,11318.0,
2021-06-21 02:00:00,31543.0,24608.0,11322.0,
2021-06-21 03:00:00,30735.0,23285.0,11324.0,
2021-06-21 04:00:00,28948.0,20177.0,11336.0,
2021-06-21 05:00:00,27560.0,17039.0,11302.0,
2021-06-21 06:00:00,26906.0,15262.0,11219.0,
2021-06-21 07:00:00,25474.0,14161.0,11208.0,
2021-06-21 08:00:00,23887.0,13739.0,11210.0,
2021-06-21 09:00:00,23078.0,13744.0,11218.0,
2021-06-21 10:00:00,22945.0,13790.0,11251.0,
2021-06-21 11:00:00,24070.0,14374.0,11323.0,
2021-06-21 12:00:00,25975.0,15326.0,11352.0,
2021-06-21 13:00:00,28280.0,17098.0,11351.0,
2021-06-21 14:00:00,29395.0,18027.0,11348.0,
2021-06-21 15:00:00,28701.0,19209.0,11351.0,
2021-06-21 16:00:00,29230.0,20337.0,11352.0,
2021-06-21 17:00:00,29661.0,20845.0,11351.0,
2021-06-21 18:00:00,30174.0,21372.0,11339.0,
2021-06-21 19:00:00,30569.0,21436.0,11336.0,
2021-06-21 20:00:00,30091.0,21005.0,11337.0,
2021-06-21 21:00:00,29460.0,21445.0,11345.0,
2021-06-21 22:00:00,28932.0,21296.0,11351.0,
2021-06-21 23:00:00,28214.0,20902.0,11356.0,
2021-06-22 00:00:00,28160.0,20717.0,11365.0,
2021-06-22 01:00:00,29204.0,20992.0,11367.0,
2021-06-22 02:00:00,30875.0,21807.0,11372.0,
2021-06-22 03:00:00,31589.0,21382.0,11385.0,
2021-06-22 04:00:00,30109.0,20204.0,11390.0,
2021-06-22 05:00:00,28155.0,18019.0,11405.0,
2021-06-22 06:00:00,26833.0,15291.0,11416.0,
2021-06-22 07:00:00,24889.0,14187.0,11420.0,
2021-06-22 08:00:00,23448.0,13559.0,11427.0,
2021-06-22 09:00:00,22954.0,13288.0,11424.0,
2021-06-22 10:00:00,22729.0,13186.0,11433.0,
2021-06-22 11:00:00,23720.0,13586.0,11440.0,
2021-06-22 12:00:00,25394.0,14618.0,11440.0,
2021-06-22 13:00:00,26738.0,16266.0,11435.0,
2021-06-22 14:00:00,29438.0,17388.0,11428.0,
2021-06-22 15:00:00,31133.0,18451.0,11422.0,
2021-06-22 16:00:00,31916.0,19332.0,11415.0,
2021-06-22 17:00:00,32721.0,20100.0,11404.0,
2021-06-22 18:00:00,33264.0,20831.0,11400.0,
2021-06-22 19:00:00,33597.0,21165.0,11393.0,
2021-06-22 20:00:00,33749.0,21561.0,11385.0,
2021-06-22 21:00:00,34144.0,22075.0,11377.0,
2021-06-22 22:00:00,34316.0,22076.0,11377.0,
2021-06-22 23:00:00,34660.0,22453.0,11376.0,
2021-06-23 00:00:00,34447.0,22194.0,11373.0,
2021-06-23 01:00:00,34236.0,21392.0,11377.0,
2021-06-23 02:00:00,32926.0,20158.0,11371.0,
2021-06-23 03:00:00,30870.0,18355.0,11381.0,
2021-06-23 04:00:00,27245.0,16075.0,11387.0,
2021-06-23 05:00:00,24857.0,14679.0,11396.0,
2021-06-23 06:00:00,22094.0,12554.0,11399.0,
2021-06-23 07:00:00,19973.0,11285.0,11405.0,
2021-06-23 08:00:00,19377.0,10955.0,11404.0,
2021-06-23 09:00:00,19262.0,10844.0,11410.0,
2021-06-23 10:00:00,20043.0,10933.0,11408.0,
2021-06-23 11:00:00,21342.0,11502.0,11396.0,
2021-06-23 12:00:00,22417.0,12029.0,11396.0,
2021-06-23 13:00:00,24379.0,13752.0,11396.0,
2021-06-23 14:00:00,26110.0,15406.0,11390.0,
2021-06-23 15:00:00,26998.0,16901.0,11378.0,
2021-06-23 16:00:00,28598.0,18380.0,11370.0,
2021-06-23 17:00:00,30042.0,19550.0,11366.0,
2021-06-23 18:00:00,31367.0,20122.0,11362.0,
2021-06-23 19:00:00,31957.0,21007.0,11355.0,
2021-06-23 20:00:00,31692.0,21672.0,11346.0,
2021-06-23 21:00:00,30929.0,22038.0,11343.0,
2021-06-23 22:00:00,31066.0,22545.0,11338.0,
2021-06-23 23:00:00,31412.0,22465.0,11338.0,
2021-06-24 00:00:00,31545.0,22092.0,11335.0,
2021-06-24 01:00:00,31552.0,21893.0,11334.0,
2021-06-24 02:00:00,31149.0,20636.0,11340.0,
2021-06-24 03:00:00,29501.0,19095.0,11335.0,
2021-06-24 04:00:00,26631.0,17453.0,11339.0,
2021-06-24 05:00:00,25008.0,15210.0,11340.0,
2021-06-24 06:00:00,23507.0,13006.0,11341.0,
2021-06-24 07:00:00,21581.0,12421.0,11342.0,
2021-06-24 08:00:00,20525.0,12240.0,11348.0,
2021-06-24 09:00:00,20096.0,12023.0,11346.0,
2021-06-24 10:00:00,21110.0,12270.0,11348.0,
2021-06-24 11:00:00,22058.0,12788.0,11346.0,
2021-06-24 12:00:00,23830.0,13900.0,11348.0,
2021-06-24 13:00:00,26049.0,15786.0,11347.0,
2021-06-24 14:00:00,28844.0,18502.0,11339.0,
2021-06-24 15:00:00,30839.0,21513.0,11322.0,
2021-06-24 16:00:00,31911.0,24720.0,11315.0,
2021-06-24 17:00:00,32490.0,27273.0,11307.0,
2021-06-24 18:00:00,33594.0,30267.0,11303.0,
2021-06-24 19:00:00,34223.0,32929.0,11298.0,
2021-06-24 20:00:00,34402.0,32640.0,11298.0,
2021-06-24 21:00:00,33530.0,33864.0,11300.0,
2021-06-24 22:00:00,33985.0,33384.0,11297.0,
2021-06-24 23:00:00,34539.0,32877.0,11297.0,
2021-06-25 00:00:00,35101.0,32129.0,11299.0,
2021-06-25 01:00:00,35219.0,30984.0,11299.0,
2021-06-25 02:00:00,34595.0,29863.0,11307.0,
2021-06-25 03:00:00,33466.0,27704.0,11308.0,
2021-06-25 04:00:00,31851.0,23912.0,11317.0,
2021-06-25 05:00:00,30375.0,21069.0,11317.0,
2021-06-25 06:00:00,29088.0,18773.0,11317.0,
2021-06-25 07:00:00,28381.0,17971.0,11320.0,
2021-06-25 08:00:00,28829.0,17752.0,11322.0,
2021-06-25 09:00:00,27402.0,17069.0,11327.0,
2021-06-25 10:00:00,26944.0,17490.0,11332.0,
2021-06-25 11:00:00,28814.0,18368.0,11331.0,
2021-06-25 12:00:00,30256.0,19328.0,11336.0,
2021-06-25 13:00:00,31357.0,21636.0,11330.0,
2021-06-25 14:00:00,32523.0,24062.0,11330.0,
2021-06-25 15:00:00,32770.0,26984.0,11321.0,
2021-06-25 16:00:00,32866.0,29824.0,11314.0,
2021-06-25 17:00:00,33601.0,32671.0,11310.0,
2021-06-25 18:00:00,34189.0,34836.0,11311.0,
2021-06-25 19:00:00,34758.0,36352.0,11315.0,
2021-06-25 20:00:00,34861.0,36811.0,11313.0,
2021-06-25 21:00:00,34670.0,37418.0,11306.0,
2021-06-25 22:00:00,34569.0,37798.0,11306.0,
2021-06-25 23:00:00,34691.0,37861.0,11301.0,
2021-06-26 00:00:00,34778.0,37087.0,11306.0,
2021-06-26 01:00:00,34735.0,34066.0,11307.0,
2021-06-26 02:00:00,34585.0,30656.0,11311.0,
2021-06-26 03:00:00,34262.0,28944.0,11311.0,
2021-06-26 04:00:00,33128.0,25551.0,11313.0,
2021-06-26 05:00:00,32413.0,22002.0,11313.0,
2021-06-26 06:00:00,31567.0,18838.0,11313.0,
2021-06-26 07:00:00,31160.0,17640.0,11320.0,
2021-06-26 08:00:00,30254.0,16872.0,11319.0,
2021-06-26 09:00:00,29138.0,16484.0,11323.0,
2021-06-26 10:00:00,29198.0,16497.0,11331.0,
2021-06-26 11:00:00,29016.0,16290.0,11327.0,
2021-06-26 12:00:00,28762.0,16215.0,11332.0,
2021-06-26 13:00:00,29764.0,17507.0,11332.0,
2021-06-26 14:00:00,31371.0,20019.0,11320.0,
2021-06-26 15:00:00,32840.0,22048.0,11321.0,
2021-06-26 16:00:00,32943.0,24639.0,11314.0,
2021-06-26 17:00:00,32731.0,26043.0,11311.0,
2021-06-26 18:00:00,32520.0,28800.0,11309.0,
2021-06-26 19:00:00,32915.0,30265.0,11303.0,
2021-06-26 20:00:00,33025.0,30842.0,11307.0,
2021-06-26 21:00:00,32835.0,30045.0,11305.0,
2021-06-26 22:00:00,32497.0,29933.0,11307.0,
2021-06-26 23:00:00,32915.0,28468.0,11305.0,
2021-06-27 00:00:00,33285.0,28123.0,11308.0,
2021-06-27 01:00:00,34179.0,27171.0,11309.0,
2021-06-27 02:00:00,34370.0,25186.0,11311.0,
2021-06-27 03:00:00,33509.0,23672.0,11315.0,
2021-06-27 04:00:00,32080.0,21662.0,11314.0,
2021-06-27 05:00:00,30591.0,18998.0,11317.0,
2021-06-27 06:00:00,30416.0,16309.0,11317.0,
2021-06-27 07:00:00,29346.0,15742.0,11321.0,
2021-06-27 08:00:00,28058.0,15318.0,11324.0,
2021-06-27 09:00:00,27727.0,15286.0,11329.0,
2021-06-27 10:00:00,27398.0,15124.0,11333.0,
2021-06-27 11:00:00,27352.0,15117.0,11336.0,
2021-06-27 12:00:00,27374.0,15359.0,11336.0,
2021-06-27 13:00:00,29323.0,16800.0,11338.0,
2021-06-27 14:00:00,31392.0,19151.0,11333.0,
2021-06-27 15:00:00,33352.0,22043.0,11329.0,
2021-06-27 16:00:00,34353.0,25575.0,11321.0,
2021-06-27 17:00:00,35136.0,28560.0,11320.0,
2021-06-27 18:00:00,35570.0,30854.0,11317.0,
2021-06-27 19:00:00,35735.0,33103.0,11315.0,
2021-06-27 20:00:00,35896.0,34544.0,11311.0,
2021-06-27 21:00:00,35942.0,35230.0,11314.0,
2021-06-27 22:00:00,36059.0,35667.0,11311.0,
2021-06-27 23:00:00,36223.0,36327.0,11311.0,
2021-06-28 00:00:00,36026.0,36048.0,11315.0,
2021-06-28 01:00:00,36150.0,33767.0,11321.0,
2021-06-28 02:00:00,36282.0,32022.0,11326.0,
2021-06-28 03:00:00,35683.0,29733.0,11334.0,
2021-06-28 04:00:00,34293.0,26527.0,11337.0,
2021-06-28 05:00:00,32811.0,22904.0,11341.0,
2021-06-28 06:00:00,31213.0,21174.0,11340.0,
2021-06-28 07:00:00,29877.0,20273.0,11345.0,
2021-06-28 08:00:00,28846.0,19859.0,11344.0,
2021-06-28 09:00:00,28146.0,20000.0,11349.0,
2021-06-28 10:00:00,29448.0,20330.0,11346.0,
2021-06-28 11:00:00,30343.0,20477.0,11346.0,
2021-06-28 12:00:00,32069.0,22206.0,11345.0,
2021-06-28 13:00:00,33506.0,26822.0,11342.0,
2021-06-28 14:00:00,34800.0,30823.0,11337.0,
2021-06-28 15:00:00,35386.0,35681.0,11330.0,
2021-06-28 16:00:00,35744.0,38614.0,11324.0,
2021-06-28 17:00:00,36139.0,42294.0,11319.0,
2021-06-28 18:00:00,35846.0,46093.0,11313.0,
2021-06-28 19:00:00,35834.0,46839.0,11312.0,
2021-06-28 20:00:00,35552.0,46365.0,11308.0,
2021-06-28 21:00:00,35602.0,45290.0,11305.0,
2021-06-28 22:00:00,35470.0,46315.0,11307.0,
2021-06-28 23:00:00,35591.0,46329.0,11309.0,
2021-06-29 00:00:00,35836.0,45814.0,11309.0,
2021-06-29 01:00:00,36099.0,43105.0,11306.0,
2021-06-29 02:00:00,35920.0,40251.0,11315.0,
2021-06-29 03:00:00,35269.0,37791.0,11322.0,
2021-06-29 04:00:00,34284.0,32859.0,11324.0,
2021-06-29 05:00:00,33730.0,28428.0,11331.0,
2021-06-29 06:00:00,33569.0,25511.0,11334.0,
2021-06-29 07:00:00,32472.0,23694.0,11337.0,
2021-06-29 08:00:00,31274.0,22638.0,11342.0,
2021-06-29 09:00:00,30466.0,22465.0,11344.0,
2021-06-29 10:00:00,30810.0,22484.0,11340.0,
2021-06-29 11:00:00,31545.0,22878.0,11339.0,
2021-06-29 12:00:00,32887.0,24258.0,11343.0,
2021-06-29 13:00:00,34779.0,27888.0,11341.0,
2021-06-29 14:00:00,35906.0,31534.0,11327.0,
2021-06-29 15:00:00,36432.0,35401.0,11324.0,
2021-06-29 16:00:00,36621.0,39339.0,11319.0,
2021-06-29 17:00:00,36830.0,42730.0,11314.0,
2021-06-29 18:00:00,37281.0,45025.0,11310.0,
2021-06-29 19:00:00,37362.0,46399.0,11305.0,
2021-06-29 20:00:00,37259.0,45922.0,11306.0,
2021-06-29 21:00:00,37050.0,44762.0,11306.0,
2021-06-29 22:00:00,36750.0,45090.0,11313.0,
2021-06-29 23:00:00,36924.0,45164.0,11311.0,
2021-06-30 00:00:00,37282.0,44272.0,11309.0,
2021-06-30 01:00:00,37466.0,42971.0,11306.0,
2021-06-30 02:00:00,37307.0,40364.0,11306.0,
2021-06-30 03:00:00,36846.0,36474.0,11305.0,
2021-06-30 04:00:00,36175.0,32015.0,11220.0,
2021-06-30 05:00:00,35344.0,26699.0,11091.0,
2021-06-30 06:00:00,34086.0,23643.0,11175.0,
2021-06-30 07:00:00,32344.0,22449.0,11298.0,
2021-06-30 08:00:00,30980.0,21736.0,11328.0,
2021-06-30 09:00:00,30242.0,21495.0,11340.0,
2021-06-30 10:00:00,30856.0,21614.0,11342.0,
2021-06-30 11:00:00,31947.0,21550.0,11344.0,
2021-06-30 12:00:00,33634.0,22764.0,11348.0,
2021-06-30 13:00:00,35729.0,24740.0,11345.0,
2021-06-30 14:00:00,37089.0,27599.0,11335.0,
2021-06-30 15:00:00,38161.0,31113.0,11329.0,
2021-06-30 16:00:00,38423.0,34811.0,11324.0,
2021-06-30 17:00:00,38461.0,37960.0,11325.0,
2021-06-30 18:00:00,38590.0,40776.0,11324.0,
2021-06-30 19:00:00,38678.0,43062.0,11321.0,
2021-06-30 20:00:00,38998.0,42698.0,11313.0,
2021-06-30 21:00:00,38768.0,43179.0,11313.0,
2021-06-30 22:00:00,38905.0,43282.0,11305.0,
2021-06-30 23:00:00,38890.0,43305.0,11306.0,
2021-07-01 00:00:00,38842.0,41687.0,11309.0,
2021-07-01 01:00:00,38660.0,39176.0,11307.0,
2021-07-01 02:00:00,38410.0,36497.0,11314.0,
2021-07-01 03:00:00,37887.0,33573.0,11314.0,
2021-07-01 04:00:00,37131.0,29179.0,11319.0,
2021-07-01 05:00:00,36313.0,25152.0,11322.0,
2021-07-01 06:00:00,34990.0,21479.0,11332.0,
2021-07-01 07:00:00,33887.0,19781.0,11334.0,
2021-07-01 08:00:00,32650.0,19005.0,11343.0,
2021-07-01 09:00:00,31798.0,18318.0,11346.0,
2021-07-01 10:00:00,31837.0,17959.0,11352.0,
2021-07-01 11:00:00,32264.0,18052.0,11356.0,
2021-07-01 12:00:00,33444.0,19319.0,11359.0,
2021-07-01 13:00:00,34662.0,21707.0,11356.0,
2021-07-01 14:00:00,36216.0,24011.0,11354.0,
2021-07-01 15:00:00,37945.0,25852.0,11347.0,
2021-07-01 16:00:00,39027.0,27895.0,11340.0,
2021-07-01 17:00:00,39712.0,30046.0,11335.0,
2021-07-01 18:00:00,39859.0,31888.0,11336.0,
2021-07-01 19:00:00,39594.0,33988.0,11330.0,
2021-07-01 20:00:00,39484.0,34459.0,11323.0,
2021-07-01 21:00:00,39429.0,34469.0,11327.0,
2021-07-01 22:00:00,39551.0,33738.0,11323.0,
2021-07-01 23:00:00,39560.0,33011.0,11326.0,
2021-07-02 00:00:00,39405.0,32066.0,11326.0,
2021-07-02 01:00:00,39378.0,29973.0,11330.0,
2021-07-02 02:00:00,38756.0,27627.0,11328.0,
2021-07-02 03:00:00,38005.0,25584.0,11332.0,
2021-07-02 04:00:00,36545.0,22462.0,11342.0,
2021-07-02 05:00:00,35167.0,18753.0,11351.0,
2021-07-02 06:00:00,33991.0,15160.0,11361.0,
2021-07-02 07:00:00,32443.0,13717.0,11368.0,
2021-07-02 08:00:00,31653.0,13599.0,11374.0,
2021-07-02 09:00:00,31006.0,13129.0,11378.0,
2021-07-02 10:00:00,31033.0,13169.0,11377.0,
2021-07-02 11:00:00,31401.0,13224.0,11375.0,
2021-07-02 12:00:00,32097.0,13862.0,11373.0,
2021-07-02 13:00:00,33680.0,15768.0,11372.0,
2021-07-02 14:00:00,34783.0,18672.0,11367.0,
2021-07-02 15:00:00,35884.0,21305.0,11363.0,
2021-07-02 16:00:00,36929.0,22854.0,11363.0,
2021-07-02 17:00:00,37051.0,24545.0,11360.0,
2021-07-02 18:00:00,37238.0,26278.0,11359.0,
2021-07-02 19:00:00,37470.0,27812.0,11356.0,
2021-07-02 20:00:00,37731.0,29051.0,11353.0,
2021-07-02 21:00:00,37848.0,29024.0,11348.0,
2021-07-02 22:00:00,37605.0,29895.0,11345.0,
2021-07-02 23:00:00,37392.0,29552.0,11340.0,
2021-07-03 00:00:00,37194.0,28389.0,11343.0,
2021-07-03 01:00:00,36836.0,26010.0,11345.0,
2021-07-03 02:00:00,35824.0,23015.0,11352.0,
2021-07-03 03:00:00,34321.0,20962.0,11356.0,
2021-07-03 04:00:00,32874.0,18157.0,11364.0,
2021-07-03 05:00:00,32577.0,14730.0,11286.0,
2021-07-03 06:00:00,31012.0,11949.0,11248.0,
2021-07-03 07:00:00,29617.0,10802.0,11142.0,
2021-07-03 08:00:00,28285.0,10483.0,11019.0,
2021-07-03 09:00:00,27010.0,10269.0,10942.0,
2021-07-03 10:00:00,26021.0,10066.0,10865.0,
2021-07-03 11:00:00,25750.0,10071.0,10819.0,
2021-07-03 12:00:00,25253.0,9932.0,10811.0,
2021-07-03 13:00:00,26949.0,10706.0,10813.0,
2021-07-03 14:00:00,29828.0,12964.0,10806.0,
2021-07-03 15:00:00,31471.0,14619.0,10805.0,
2021-07-03 16:00:00,32142.0,17141.0,10797.0,
2021-07-03 17:00:00,33420.0,19157.0,10792.0,
2021-07-03 18:00:00,34422.0,20655.0,10787.0,
2021-07-03 19:00:00,35208.0,22114.0,10778.0,
2021-07-03 20:00:00,36347.0,23394.0,10770.0,
2021-07-03 21:00:00,37227.0,24062.0,10756.0,
2021-07-03 22:00:00,38067.0,24943.0,10755.0,
2021-07-03 23:00:00,38149.0,24677.0,10752.0,
2021-07-04 00:00:00,37935.0,24239.0,10749.0,
2021-07-04 01:00:00,37798.0,23129.0,10757.0,
2021-07-04 02:00:00,37164.0,20829.0,10750.0,
2021-07-04 03:00:00,35587.0,18577.0,10753.0,
2021-07-04 04:00:00,33807.0,16221.0,10762.0,
2021-07-04 05:00:00,32733.0,13336.0,10766.0,
2021-07-04 06:00:00,29492.0,11318.0,10770.0,
2021-07-04 07:00:00,26909.0,10159.0,10781.0,
2021-07-04 08:00:00,25244.0,9699.0,10788.0,
2021-07-04 09:00:00,24400.0,9542.0,10784.0,
2021-07-04 10:00:00,24016.0,9384.0,10789.0,
2021-07-04 11:00:00,23489.0,9503.0,10793.0,
2021-07-04 12:00:00,23408.0,9488.0,10798.0,
2021-07-04 13:00:00,24104.0,10579.0,10794.0,
2021-07-04 14:00:00,27356.0,13360.0,10785.0,
2021-07-04 15:00:00,30638.0,16058.0,10778.0,
2021-07-04 16:00:00,32920.0,19297.0,10773.0,
2021-07-04 17:00:00,34596.0,22508.0,10756.0,
2021-07-04 18:00:00,35952.0,24752.0,10753.0,
2021-07-04 19:00:00,37217.0,26890.0,10746.0,
2021-07-04 20:00:00,37740.0,28193.0,10742.0,
2021-07-04 21:00:00,37739.0,29595.0,10738.0,
2021-07-04 22:00:00,38276.0,30816.0,10736.0,
2021-07-04 23:00:00,38012.0,30285.0,10737.0,
2021-07-05 00:00:00,38428.0,30008.0,10729.0,
2021-07-05 01:00:00,38672.0,28743.0,10728.0,
2021-07-05 02:00:00,38406.0,26007.0,10722.0,
2021-07-05 03:00:00,36704.0,22573.0,10725.0,
2021-07-05 04:00:00,35275.0,19940.0,10677.0,
2021-07-05 05:00:00,35210.0,16561.0,10660.0,
2021-07-05 06:00:00,33100.0,12940.0,10670.0,
2021-07-05 07:00:00,30486.0,12269.0,10675.0,
2021-07-05 08:00:00,28684.0,11881.0,10678.0,
2021-07-05 09:00:00,27703.0,11628.0,10679.0,
2021-07-05 10:00:00,28087.0,11771.0,10684.0,
2021-07-05 11:00:00,28269.0,11746.0,10691.0,
2021-07-05 12:00:00,28130.0,12260.0,10694.0,
2021-07-05 13:00:00,29396.0,15459.0,10711.0,
2021-07-05 14:00:00,31739.0,19996.0,10755.0,
2021-07-05 15:00:00,33854.0,25120.0,10741.0,
2021-07-05 16:00:00,35257.0,29794.0,10734.0,
2021-07-05 17:00:00,37153.0,32446.0,10720.0,
2021-07-05 18:00:00,38525.0,35109.0,10711.0,
2021-07-05 19:00:00,39486.0,37430.0,10706.0,
2021-07-05 20:00:00,39976.0,39390.0,10702.0,
2021-07-05 21:00:00,40074.0,39606.0,10694.0,
2021-07-05 22:00:00,40411.0,40704.0,10694.0,
2021-07-05 23:00:00,40468.0,40362.0,10689.0,
2021-07-06 00:00:00,40568.0,39446.0,10687.0,
2021-07-06 01:00:00,40451.0,37974.0,10694.0,
2021-07-06 02:00:00,40106.0,34572.0,10698.0,
2021-07-06 03:00:00,39466.0,31949.0,10703.0,
2021-07-06 04:00:00,38571.0,27690.0,10707.0,
2021-07-06 05:00:00,37643.0,23315.0,10711.0,
2021-07-06 06:00:00,35897.0,19286.0,10718.0,
2021-07-06 07:00:00,34325.0,18040.0,10720.0,
2021-07-06 08:00:00,32339.0,17683.0,10720.0,
2021-07-06 09:00:00,29610.0,17122.0,10724.0,
2021-07-06 10:00:00,29388.0,17672.0,10727.0,
2021-07-06 11:00:00,31534.0,18150.0,10729.0,
2021-07-06 12:00:00,34031.0,19181.0,10740.0,
2021-07-06 13:00:00,35970.0,23033.0,10739.0,
2021-07-06 14:00:00,37610.0,27103.0,10736.0,
2021-07-06 15:00:00,38471.0,32076.0,10729.0,
2021-07-06 16:00:00,38857.0,36368.0,10719.0,
2021-07-06 17:00:00,38934.0,39830.0,10714.0,
2021-07-06 18:00:00,38616.0,43673.0,10705.0,
2021-07-06 19:00:00,38640.0,45148.0,10704.0,
2021-07-06 20:00:00,38706.0,44927.0,10693.0,
2021-07-06 21:00:00,38588.0,43779.0,10690.0,
2021-07-06 22:00:00,38404.0,43113.0,10687.0,
2021-07-06 23:00:00,38894.0,42007.0,10687.0,
2021-07-07 00:00:00,38907.0,40757.0,10692.0,
2021-07-07 01:00:00,38765.0,38310.0,10691.0,
2021-07-07 02:00:00,38385.0,34131.0,10695.0,
2021-07-07 03:00:00,37945.0,31637.0,10702.0,
2021-07-07 04:00:00,37105.0,27744.0,10708.0,
2021-07-07 05:00:00,36347.0,23437.0,10714.0,
2021-07-07 06:00:00,35962.0,19766.0,10717.0,
2021-07-07 07:00:00,34681.0,18745.0,10726.0,
2021-07-07 08:00:00,33301.0,18529.0,10729.0,
2021-07-07 09:00:00,32559.0,18554.0,10731.0,
2021-07-07 10:00:00,32746.0,19073.0,10734.0,
2021-07-07 11:00:00,33555.0,19710.0,10731.0,
2021-07-07 12:00:00,33982.0,20880.0,10734.0,
2021-07-07 13:00:00,35012.0,23039.0,10735.0,
2021-07-07 14:00:00,36831.0,25346.0,10736.0,
2021-07-07 15:00:00,38140.0,27992.0,10729.0,
2021-07-07 16:00:00,38218.0,30983.0,10725.0,
2021-07-07 17:00:00,38530.0,33096.0,10719.0,
2021-07-07 18:00:00,38796.0,34945.0,10725.0,
2021-07-07 19:00:00,38775.0,35879.0,10729.0,
2021-07-07 20:00:00,38768.0,34710.0,10722.0,
2021-07-07 21:00:00,38943.0,34210.0,10726.0,
2021-07-07 22:00:00,39295.0,33223.0,10724.0,
2021-07-07 23:00:00,39610.0,32922.0,10722.0,
2021-07-08 00:00:00,39961.0,32286.0,10727.0,
2021-07-08 01:00:00,40114.0,30515.0,10731.0,
2021-07-08 02:00:00,39998.0,29056.0,10733.0,
2021-07-08 03:00:00,39273.0,26902.0,10737.0,
2021-07-08 04:00:00,38043.0,23749.0,10740.0,
2021-07-08 05:00:00,36662.0,20353.0,10741.0,
2021-07-08 06:00:00,35889.0,17799.0,10741.0,
2021-07-08 07:00:00,35325.0,16685.0,10735.0,
2021-07-08 08:00:00,33682.0,16444.0,10746.0,
2021-07-08 09:00:00,32680.0,16369.0,10752.0,
2021-07-08 10:00:00,33150.0,16318.0,10753.0,
2021-07-08 11:00:00,34096.0,16879.0,10756.0,
2021-07-08 12:00:00,35413.0,18722.0,10755.0,
2021-07-08 13:00:00,36879.0,21038.0,10755.0,
2021-07-08 14:00:00,37514.0,23535.0,10755.0,
2021-07-08 15:00:00,37639.0,26050.0,10746.0,
2021-07-08 16:00:00,38233.0,28184.0,10735.0,
2021-07-08 17:00:00,38741.0,30004.0,10730.0,
2021-07-08 18:00:00,39104.0,31554.0,10729.0,
2021-07-08 19:00:00,39499.0,32757.0,10732.0,
2021-07-08 20:00:00,39285.0,32621.0,10729.0,
2021-07-08 21:00:00,39284.0,32224.0,10726.0,
2021-07-08 22:00:00,39330.0,31630.0,10731.0,
2021-07-08 23:00:00,39273.0,30826.0,10732.0,
2021-07-09 00:00:00,39359.0,29476.0,10732.0,
2021-07-09 01:00:00,39454.0,27541.0,10726.0,
2021-07-09 02:00:00,39215.0,25900.0,10731.0,
2021-07-09 03:00:00,38941.0,24094.0,10735.0,
2021-07-09 04:00:00,37892.0,20372.0,10741.0,
2021-07-09 05:00:00,35721.0,16815.0,10756.0,
2021-07-09 06:00:00,34342.0,13841.0,10775.0,
2021-07-09 07:00:00,32694.0,13179.0,10777.0,
2021-07-09 08:00:00,31515.0,12952.0,10783.0,
2021-07-09 09:00:00,30935.0,12981.0,10783.0,
2021-07-09 10:00:00,31169.0,13156.0,10783.0,
2021-07-09 11:00:00,31586.0,13427.0,10782.0,
2021-07-09 12:00:00,32519.0,14680.0,10786.0,
2021-07-09 13:00:00,34102.0,16466.0,10784.0,
