UTC Time at End of Hour,Net Generation (MW) from Coal,Net Generation (MW) from Natural Gas,Net Generation (MW) from Nuclear,Net Generation (MW) from All Petroleum Products
2021-01-01 06:00:00,25367.0,15999.0,11534.0,
2021-01-01 07:00:00,24662.0,16063.0,11544.0,
2021-01-01 08:00:00,25365.0,16057.0,11555.0,
2021-01-01 09:00:00,24811.0,15870.0,11560.0,
2021-01-01 10:00:00,25041.0,15755.0,11565.0,
2021-01-01 11:00:00,25263.0,16662.0,11563.0,
2021-01-01 12:00:00,26869.0,17070.0,11565.0,
2021-01-01 13:00:00,28056.0,17277.0,11558.0,
2021-01-01 14:00:00,28424.0,18107.0,11559.0,
2021-01-01 15:00:00,28702.0,18394.0,11559.0,
2021-01-01 16:00:00,29830.0,18630.0,11556.0,
2021-01-01 17:00:00,31125.0,18678.0,11555.0,
2021-01-01 18:00:00,31644.0,18614.0,11560.0,
2021-01-01 19:00:00,31195.0,18450.0,11559.0,
2021-01-01 20:00:00,30744.0,18341.0,11556.0,
2021-01-01 21:00:00,30282.0,18047.0,11562.0,
2021-01-01 22:00:00,29788.0,18058.0,11562.0,
2021-01-01 23:00:00,30433.0,18770.0,11559.0,
2021-01-02 00:00:00,31526.0,19063.0,11559.0,
2021-01-02 01:00:00,31801.0,18774.0,11560.0,
2021-01-02 02:00:00,30964.0,18489.0,11562.0,
2021-01-02 03:00:00,30086.0,18320.0,11559.0,
2021-01-02 04:00:00,28491.0,17568.0,11566.0,
2021-01-02 05:00:00,26897.0,17260.0,11566.0,
2021-01-02 06:00:00,24407.0,16851.0,11567.0,
2021-01-02 07:00:00,22813.0,16891.0,11571.0,
2021-01-02 08:00:00,22953.0,16941.0,11571.0,
2021-01-02 09:00:00,23207.0,16956.0,11574.0,
2021-01-02 10:00:00,23056.0,16851.0,11569.0,
2021-01-02 11:00:00,23065.0,17253.0,11570.0,
2021-01-02 12:00:00,23742.0,17214.0,11567.0,
2021-01-02 13:00:00,25506.0,17534.0,11566.0,
2021-01-02 14:00:00,27697.0,17799.0,11566.0,
2021-01-02 15:00:00,29150.0,18336.0,11563.0,
2021-01-02 16:00:00,30681.0,18843.0,11559.0,
2021-01-02 17:00:00,31113.0,18500.0,11562.0,
2021-01-02 18:00:00,30692.0,18247.0,11559.0,
2021-01-02 19:00:00,30028.0,18035.0,11561.0,
2021-01-02 20:00:00,29803.0,17735.0,11558.0,
2021-01-02 21:00:00,29652.0,17675.0,11560.0,
2021-01-02 22:00:00,29823.0,17843.0,11557.0,
2021-01-02 23:00:00,30371.0,19083.0,11553.0,
2021-01-03 00:00:00,31589.0,19901.0,11551.0,
2021-01-03 01:00:00,32242.0,19674.0,11551.0,
2021-01-03 02:00:00,31484.0,19004.0,11547.0,
2021-01-03 03:00:00,30963.0,18736.0,11551.0,
2021-01-03 04:00:00,29851.0,18126.0,11561.0,
2021-01-03 05:00:00,27784.0,17696.0,11563.0,
2021-01-03 06:00:00,25951.0,16699.0,11565.0,
2021-01-03 07:00:00,24683.0,16483.0,11461.0,
2021-01-03 08:00:00,23657.0,16170.0,11271.0,
2021-01-03 09:00:00,22603.0,16197.0,11557.0,
2021-01-03 10:00:00,22978.0,16385.0,11556.0,
2021-01-03 11:00:00,24523.0,16284.0,11558.0,
2021-01-03 12:00:00,24930.0,16547.0,11558.0,
2021-01-03 13:00:00,25848.0,16969.0,11556.0,
2021-01-03 14:00:00,27584.0,17635.0,11561.0,
2021-01-03 15:00:00,28409.0,18213.0,11562.0,
2021-01-03 16:00:00,28111.0,18174.0,11554.0,
2021-01-03 17:00:00,27872.0,17798.0,11549.0,
2021-01-03 18:00:00,27840.0,17538.0,11550.0,
2021-01-03 19:00:00,28381.0,17588.0,11551.0,
2021-01-03 20:00:00,28021.0,17604.0,11549.0,
2021-01-03 21:00:00,27477.0,17659.0,11548.0,
2021-01-03 22:00:00,27618.0,17889.0,11548.0,
2021-01-03 23:00:00,28587.0,18390.0,11549.0,
2021-01-04 00:00:00,29739.0,18417.0,11549.0,
2021-01-04 01:00:00,29600.0,18410.0,11555.0,
2021-01-04 02:00:00,28096.0,18185.0,11553.0,
2021-01-04 03:00:00,27501.0,17884.0,11552.0,
2021-01-04 04:00:00,27247.0,17380.0,11553.0,
2021-01-04 05:00:00,25710.0,16889.0,11556.0,
2021-01-04 06:00:00,24439.0,16843.0,11557.0,
2021-01-04 07:00:00,24049.0,16837.0,11554.0,
2021-01-04 08:00:00,23744.0,16831.0,11557.0,
2021-01-04 09:00:00,24300.0,16941.0,11558.0,
2021-01-04 10:00:00,25482.0,17283.0,11559.0,
2021-01-04 11:00:00,27303.0,18201.0,11557.0,
2021-01-04 12:00:00,28708.0,20053.0,11557.0,
2021-01-04 13:00:00,30515.0,22140.0,11552.0,
2021-01-04 14:00:00,31729.0,23284.0,11547.0,
2021-01-04 15:00:00,31877.0,23455.0,11548.0,
2021-01-04 16:00:00,31452.0,22334.0,11542.0,
2021-01-04 17:00:00,31259.0,20503.0,11540.0,
2021-01-04 18:00:00,30617.0,19682.0,11532.0,
2021-01-04 19:00:00,30336.0,18828.0,11531.0,
2021-01-04 20:00:00,29941.0,18262.0,11534.0,
2021-01-04 21:00:00,29109.0,17775.0,11534.0,
2021-01-04 22:00:00,28765.0,17846.0,11539.0,
2021-01-04 23:00:00,29054.0,17948.0,11542.0,
2021-01-05 00:00:00,29943.0,18490.0,11542.0,
2021-01-05 01:00:00,30400.0,18804.0,11544.0,
2021-01-05 02:00:00,30316.0,18879.0,11548.0,
2021-01-05 03:00:00,29296.0,18289.0,11510.0,
2021-01-05 04:00:00,27648.0,17778.0,11412.0,
2021-01-05 05:00:00,26020.0,17659.0,11396.0,
2021-01-05 06:00:00,24916.0,17541.0,11414.0,
2021-01-05 07:00:00,24168.0,17809.0,11415.0,
2021-01-05 08:00:00,24171.0,17989.0,11423.0,
2021-01-05 09:00:00,25005.0,18717.0,11435.0,
2021-01-05 10:00:00,25646.0,19434.0,11438.0,
2021-01-05 11:00:00,27418.0,20426.0,11449.0,
2021-01-05 12:00:00,29396.0,21986.0,11457.0,
2021-01-05 13:00:00,31551.0,23611.0,11464.0,
2021-01-05 14:00:00,33370.0,24699.0,11474.0,
2021-01-05 15:00:00,33513.0,24190.0,11483.0,
2021-01-05 16:00:00,32793.0,23084.0,11484.0,
2021-01-05 17:00:00,31636.0,21521.0,11494.0,
2021-01-05 18:00:00,30419.0,20689.0,11499.0,
2021-01-05 19:00:00,29847.0,20615.0,11508.0,
2021-01-05 20:00:00,29441.0,20645.0,11517.0,
2021-01-05 21:00:00,28806.0,20520.0,11527.0,
2021-01-05 22:00:00,28877.0,20245.0,11531.0,
2021-01-05 23:00:00,30119.0,20370.0,11537.0,
2021-01-06 00:00:00,31073.0,21202.0,11540.0,
2021-01-06 01:00:00,30731.0,20838.0,11548.0,
2021-01-06 02:00:00,30704.0,20002.0,11553.0,
2021-01-06 03:00:00,29892.0,19503.0,11553.0,
2021-01-06 04:00:00,28419.0,18743.0,11557.0,
2021-01-06 05:00:00,26396.0,18047.0,11568.0,
2021-01-06 06:00:00,24970.0,17994.0,11561.0,
2021-01-06 07:00:00,24211.0,17842.0,11561.0,
2021-01-06 08:00:00,23988.0,17727.0,11563.0,
2021-01-06 09:00:00,23584.0,17720.0,11565.0,
2021-01-06 10:00:00,23467.0,17969.0,11561.0,
2021-01-06 11:00:00,24931.0,18809.0,11558.0,
2021-01-06 12:00:00,26686.0,20245.0,11558.0,
2021-01-06 13:00:00,29215.0,21056.0,11553.0,
2021-01-06 14:00:00,31527.0,21771.0,11555.0,
2021-01-06 15:00:00,32719.0,21884.0,11554.0,
2021-01-06 16:00:00,32617.0,21670.0,11556.0,
2021-01-06 17:00:00,32741.0,21111.0,11551.0,
2021-01-06 18:00:00,32962.0,20387.0,11551.0,
2021-01-06 19:00:00,32820.0,20189.0,11552.0,
2021-01-06 20:00:00,32156.0,20298.0,11554.0,
2021-01-06 21:00:00,31642.0,20357.0,11554.0,
2021-01-06 22:00:00,31785.0,20281.0,11548.0,
2021-01-06 23:00:00,32487.0,20531.0,11545.0,
2021-01-07 00:00:00,33440.0,21064.0,11542.0,
2021-01-07 01:00:00,33620.0,20971.0,11544.0,
2021-01-07 02:00:00,33019.0,20686.0,11546.0,
2021-01-07 03:00:00,32327.0,20309.0,11547.0,
2021-01-07 04:00:00,30734.0,19848.0,11549.0,
2021-01-07 05:00:00,29246.0,19769.0,11551.0,
2021-01-07 06:00:00,28362.0,20086.0,11555.0,
2021-01-07 07:00:00,26732.0,19953.0,11557.0,
2021-01-07 08:00:00,25256.0,19630.0,11557.0,
2021-01-07 09:00:00,24741.0,19599.0,11563.0,
2021-01-07 10:00:00,25118.0,19859.0,11562.0,
2021-01-07 11:00:00,25819.0,19981.0,11563.0,
2021-01-07 12:00:00,27837.0,21817.0,11558.0,
2021-01-07 13:00:00,30644.0,23605.0,11550.0,
2021-01-07 14:00:00,32530.0,25221.0,11554.0,
2021-01-07 15:00:00,32903.0,25602.0,11556.0,
2021-01-07 16:00:00,33278.0,25194.0,11556.0,
2021-01-07 17:00:00,33504.0,25316.0,11557.0,
2021-01-07 18:00:00,33233.0,25066.0,11557.0,
2021-01-07 19:00:00,32974.0,24858.0,11559.0,
2021-01-07 20:00:00,33057.0,25115.0,11561.0,
2021-01-07 21:00:00,32891.0,24984.0,11555.0,
2021-01-07 22:00:00,33020.0,24910.0,11559.0,
2021-01-07 23:00:00,33392.0,25292.0,11560.0,
2021-01-08 00:00:00,34129.0,26635.0,11561.0,
2021-01-08 01:00:00,34148.0,27019.0,11563.0,
2021-01-08 02:00:00,34070.0,26771.0,11560.0,
2021-01-08 03:00:00,33765.0,25785.0,11561.0,
2021-01-08 04:00:00,32790.0,24209.0,11562.0,
2021-01-08 05:00:00,31946.0,23259.0,11566.0,
2021-01-08 06:00:00,31050.0,22259.0,11567.0,
2021-01-08 07:00:00,30001.0,21608.0,11572.0,
2021-01-08 08:00:00,28571.0,21389.0,11570.0,
2021-01-08 09:00:00,28237.0,21646.0,11571.0,
2021-01-08 10:00:00,27798.0,21934.0,11568.0,
2021-01-08 11:00:00,28126.0,22634.0,11567.0,
2021-01-08 12:00:00,30005.0,23908.0,11569.0,
2021-01-08 13:00:00,31888.0,25503.0,11566.0,
2021-01-08 14:00:00,33663.0,26218.0,11562.0,
2021-01-08 15:00:00,34499.0,27025.0,11402.0,
2021-01-08 16:00:00,34947.0,27698.0,11193.0,
2021-01-08 17:00:00,35054.0,27586.0,11192.0,
2021-01-08 18:00:00,35116.0,28027.0,11179.0,
2021-01-08 19:00:00,34918.0,27325.0,11168.0,
2021-01-08 20:00:00,34645.0,26698.0,11183.0,
2021-01-08 21:00:00,34390.0,25768.0,11232.0,
2021-01-08 22:00:00,34084.0,25703.0,11099.0,
2021-01-08 23:00:00,34215.0,25918.0,10915.0,
2021-01-09 00:00:00,34715.0,27409.0,10922.0,
2021-01-09 01:00:00,34691.0,27588.0,10949.0,
2021-01-09 02:00:00,34807.0,27577.0,10988.0,
2021-01-09 03:00:00,34369.0,26712.0,11003.0,
2021-01-09 04:00:00,33410.0,25610.0,11020.0,
2021-01-09 05:00:00,32255.0,24169.0,11032.0,
2021-01-09 06:00:00,30950.0,23694.0,11027.0,
2021-01-09 07:00:00,30369.0,23392.0,11044.0,
2021-01-09 08:00:00,29753.0,23204.0,11054.0,
2021-01-09 09:00:00,29373.0,23231.0,11063.0,
2021-01-09 10:00:00,29511.0,23295.0,11069.0,
2021-01-09 11:00:00,30066.0,23265.0,11075.0,
2021-01-09 12:00:00,31078.0,23312.0,11089.0,
2021-01-09 13:00:00,32172.0,24237.0,11099.0,
2021-01-09 14:00:00,33382.0,25098.0,11117.0,
2021-01-09 15:00:00,33719.0,25818.0,11131.0,
2021-01-09 16:00:00,33759.0,25822.0,11144.0,
2021-01-09 17:00:00,33661.0,25735.0,11158.0,
2021-01-09 18:00:00,33431.0,24912.0,11168.0,
2021-01-09 19:00:00,33257.0,23796.0,11179.0,
2021-01-09 20:00:00,32696.0,23192.0,11161.0,
2021-01-09 21:00:00,32485.0,22781.0,11159.0,
2021-01-09 22:00:00,32721.0,22923.0,11158.0,
2021-01-09 23:00:00,33367.0,24129.0,11161.0,
2021-01-10 00:00:00,33654.0,25355.0,11163.0,
2021-01-10 01:00:00,33726.0,25995.0,11167.0,
2021-01-10 02:00:00,33920.0,25994.0,11168.0,
2021-01-10 03:00:00,33598.0,25876.0,11163.0,
2021-01-10 04:00:00,32533.0,24598.0,11168.0,
2021-01-10 05:00:00,31902.0,23288.0,11172.0,
2021-01-10 06:00:00,31261.0,22667.0,11175.0,
2021-01-10 07:00:00,29944.0,22268.0,11179.0,
2021-01-10 08:00:00,29601.0,22270.0,11182.0,
2021-01-10 09:00:00,29032.0,22075.0,11181.0,
2021-01-10 10:00:00,29226.0,22179.0,11179.0,
2021-01-10 11:00:00,29701.0,21980.0,11164.0,
2021-01-10 12:00:00,30270.0,22010.0,11163.0,
2021-01-10 13:00:00,30517.0,22141.0,11166.0,
2021-01-10 14:00:00,30936.0,22666.0,11167.0,
2021-01-10 15:00:00,32267.0,23266.0,11162.0,
2021-01-10 16:00:00,32626.0,23180.0,11160.0,
2021-01-10 17:00:00,33224.0,23188.0,11158.0,
2021-01-10 18:00:00,33338.0,23015.0,11163.0,
2021-01-10 19:00:00,32751.0,22392.0,11194.0,
2021-01-10 20:00:00,31990.0,22334.0,11208.0,
2021-01-10 21:00:00,30963.0,22248.0,11293.0,
2021-01-10 22:00:00,31410.0,22404.0,11424.0,
2021-01-10 23:00:00,32349.0,23872.0,11397.0,
2021-01-11 00:00:00,33506.0,25472.0,11265.0,
2021-01-11 01:00:00,33156.0,25717.0,11271.0,
2021-01-11 02:00:00,33271.0,25709.0,11269.0,
2021-01-11 03:00:00,32621.0,24789.0,11294.0,
2021-01-11 04:00:00,31260.0,23525.0,11315.0,
2021-01-11 05:00:00,29502.0,22492.0,11325.0,
2021-01-11 06:00:00,28309.0,20715.0,11327.0,
2021-01-11 07:00:00,26655.0,19791.0,11325.0,
2021-01-11 08:00:00,25081.0,19605.0,11326.0,
2021-01-11 09:00:00,23987.0,19640.0,11327.0,
2021-01-11 10:00:00,23916.0,20039.0,11327.0,
2021-01-11 11:00:00,25365.0,20725.0,11322.0,
2021-01-11 12:00:00,26623.0,22041.0,11323.0,
2021-01-11 13:00:00,28439.0,23406.0,11324.0,
2021-01-11 14:00:00,29926.0,23549.0,11322.0,
2021-01-11 15:00:00,30449.0,23724.0,11319.0,
2021-01-11 16:00:00,30696.0,24374.0,11329.0,
2021-01-11 17:00:00,30826.0,24371.0,11322.0,
2021-01-11 18:00:00,30696.0,24064.0,11326.0,
2021-01-11 19:00:00,30591.0,23875.0,11328.0,
2021-01-11 20:00:00,30492.0,23988.0,11325.0,
2021-01-11 21:00:00,29713.0,23425.0,11324.0,
2021-01-11 22:00:00,29368.0,23334.0,11323.0,
2021-01-11 23:00:00,29981.0,24370.0,11330.0,
2021-01-12 00:00:00,30624.0,24508.0,11313.0,
2021-01-12 01:00:00,30718.0,24830.0,11314.0,
2021-01-12 02:00:00,30594.0,24767.0,11311.0,
2021-01-12 03:00:00,29536.0,23813.0,11311.0,
2021-01-12 04:00:00,28645.0,22693.0,11311.0,
2021-01-12 05:00:00,28399.0,21935.0,11315.0,
2021-01-12 06:00:00,27477.0,21215.0,11315.0,
2021-01-12 07:00:00,26705.0,20943.0,11321.0,
2021-01-12 08:00:00,26433.0,20810.0,11323.0,
2021-01-12 09:00:00,26967.0,20920.0,11327.0,
2021-01-12 10:00:00,27389.0,21124.0,11328.0,
2021-01-12 11:00:00,28492.0,21666.0,11323.0,
2021-01-12 12:00:00,29869.0,24080.0,11323.0,
2021-01-12 13:00:00,31593.0,26716.0,11320.0,
2021-01-12 14:00:00,33510.0,27390.0,11320.0,
2021-01-12 15:00:00,33546.0,26284.0,11318.0,
2021-01-12 16:00:00,32494.0,25563.0,11313.0,
2021-01-12 17:00:00,32310.0,25123.0,11297.0,
2021-01-12 18:00:00,32882.0,24013.0,11305.0,
2021-01-12 19:00:00,32447.0,22743.0,11307.0,
2021-01-12 20:00:00,31313.0,21934.0,11308.0,
2021-01-12 21:00:00,30099.0,21760.0,11303.0,
2021-01-12 22:00:00,29632.0,21788.0,11307.0,
2021-01-12 23:00:00,30186.0,21861.0,11378.0,
2021-01-13 00:00:00,30787.0,21959.0,11429.0,
2021-01-13 01:00:00,31077.0,22034.0,11446.0,
2021-01-13 02:00:00,30011.0,22069.0,11452.0,
2021-01-13 03:00:00,28733.0,21677.0,11456.0,
2021-01-13 04:00:00,27630.0,20649.0,11459.0,
2021-01-13 05:00:00,26777.0,19666.0,11454.0,
2021-01-13 06:00:00,26463.0,19388.0,11458.0,
2021-01-13 07:00:00,25779.0,18343.0,11461.0,
2021-01-13 08:00:00,25150.0,18533.0,11464.0,
2021-01-13 09:00:00,25566.0,18308.0,11462.0,
2021-01-13 10:00:00,25885.0,18373.0,11461.0,
2021-01-13 11:00:00,27082.0,19262.0,11462.0,
2021-01-13 12:00:00,28642.0,20630.0,11460.0,
2021-01-13 13:00:00,30639.0,23193.0,11460.0,
2021-01-13 14:00:00,32698.0,24132.0,11457.0,
2021-01-13 15:00:00,33404.0,22903.0,11451.0,
2021-01-13 16:00:00,33881.0,21518.0,11451.0,
2021-01-13 17:00:00,34262.0,20271.0,11442.0,
2021-01-13 18:00:00,33847.0,19297.0,11434.0,
2021-01-13 19:00:00,32698.0,19071.0,11430.0,
2021-01-13 20:00:00,32023.0,18827.0,11426.0,
2021-01-13 21:00:00,32028.0,18472.0,11414.0,
2021-01-13 22:00:00,32056.0,18559.0,11393.0,
2021-01-13 23:00:00,32846.0,18726.0,11384.0,
2021-01-14 00:00:00,34517.0,19477.0,11334.0,
2021-01-14 01:00:00,34186.0,19167.0,11301.0,
2021-01-14 02:00:00,33309.0,18509.0,11298.0,
2021-01-14 03:00:00,30877.0,18837.0,11293.0,
2021-01-14 04:00:00,28911.0,18992.0,11294.0,
2021-01-14 05:00:00,26405.0,18869.0,11295.0,
2021-01-14 06:00:00,25942.0,17912.0,11379.0,
2021-01-14 07:00:00,24948.0,17334.0,11398.0,
2021-01-14 08:00:00,24321.0,17383.0,11408.0,
2021-01-14 09:00:00,24607.0,17184.0,11406.0,
2021-01-14 10:00:00,25453.0,17036.0,11402.0,
2021-01-14 11:00:00,25404.0,17336.0,11405.0,
2021-01-14 12:00:00,26823.0,19685.0,11404.0,
2021-01-14 13:00:00,28580.0,21259.0,11408.0,
2021-01-14 14:00:00,29832.0,21615.0,11410.0,
2021-01-14 15:00:00,29615.0,21038.0,11422.0,
2021-01-14 16:00:00,29106.0,20312.0,11421.0,
2021-01-14 17:00:00,28097.0,18952.0,11414.0,
2021-01-14 18:00:00,27011.0,17820.0,11410.0,
2021-01-14 19:00:00,25892.0,16929.0,11413.0,
2021-01-14 20:00:00,25646.0,17092.0,11464.0,
2021-01-14 21:00:00,25361.0,16775.0,11521.0,
2021-01-14 22:00:00,24990.0,16889.0,11522.0,
2021-01-14 23:00:00,25696.0,17582.0,11529.0,
2021-01-15 00:00:00,26905.0,17599.0,11536.0,
2021-01-15 01:00:00,27520.0,17549.0,11540.0,
2021-01-15 02:00:00,26832.0,17287.0,11536.0,
2021-01-15 03:00:00,25735.0,16893.0,11537.0,
2021-01-15 04:00:00,23931.0,15789.0,11540.0,
2021-01-15 05:00:00,22355.0,15412.0,11541.0,
2021-01-15 06:00:00,21426.0,15271.0,11547.0,
2021-01-15 07:00:00,20549.0,14339.0,11556.0,
2021-01-15 08:00:00,20080.0,14091.0,11554.0,
2021-01-15 09:00:00,19968.0,14390.0,11559.0,
2021-01-15 10:00:00,20465.0,14811.0,11562.0,
2021-01-15 11:00:00,21139.0,15088.0,11563.0,
2021-01-15 12:00:00,22899.0,16454.0,11562.0,
2021-01-15 13:00:00,25996.0,17595.0,11564.0,
2021-01-15 14:00:00,27856.0,17696.0,11563.0,
2021-01-15 15:00:00,28777.0,17839.0,11566.0,
2021-01-15 16:00:00,28711.0,17598.0,11566.0,
2021-01-15 17:00:00,28313.0,17402.0,11564.0,
2021-01-15 18:00:00,28326.0,17260.0,11567.0,
2021-01-15 19:00:00,27783.0,17033.0,11561.0,
2021-01-15 20:00:00,27524.0,16894.0,11559.0,
2021-01-15 21:00:00,27539.0,16893.0,11559.0,
2021-01-15 22:00:00,27707.0,17073.0,11551.0,
2021-01-15 23:00:00,28855.0,17550.0,11555.0,
2021-01-16 00:00:00,30805.0,18125.0,11556.0,
2021-01-16 01:00:00,31584.0,18290.0,11560.0,
2021-01-16 02:00:00,31146.0,17874.0,11557.0,
2021-01-16 03:00:00,30293.0,17795.0,11562.0,
2021-01-16 04:00:00,28567.0,17536.0,11564.0,
2021-01-16 05:00:00,26593.0,16952.0,11565.0,
2021-01-16 06:00:00,24893.0,15630.0,11562.0,
2021-01-16 07:00:00,23593.0,14921.0,11565.0,
2021-01-16 08:00:00,23358.0,15140.0,11567.0,
2021-01-16 09:00:00,23000.0,15072.0,11567.0,
2021-01-16 10:00:00,23458.0,15089.0,11569.0,
2021-01-16 11:00:00,24041.0,14869.0,11568.0,
2021-01-16 12:00:00,25775.0,14973.0,11566.0,
2021-01-16 13:00:00,28583.0,15607.0,11569.0,
2021-01-16 14:00:00,31056.0,15788.0,11570.0,
2021-01-16 15:00:00,32040.0,15918.0,11570.0,
2021-01-16 16:00:00,32052.0,15653.0,11572.0,
2021-01-16 17:00:00,31737.0,15375.0,11570.0,
2021-01-16 18:00:00,30850.0,15078.0,11569.0,
2021-01-16 19:00:00,29615.0,14728.0,11567.0,
2021-01-16 20:00:00,29190.0,14395.0,11566.0,
2021-01-16 21:00:00,28066.0,13870.0,11563.0,
2021-01-16 22:00:00,27643.0,13863.0,11558.0,
2021-01-16 23:00:00,28236.0,14167.0,11558.0,
2021-01-17 00:00:00,30580.0,14786.0,11561.0,
2021-01-17 01:00:00,31389.0,15076.0,11560.0,
2021-01-17 02:00:00,30993.0,15172.0,11559.0,
2021-01-17 03:00:00,30389.0,14932.0,11559.0,
2021-01-17 04:00:00,28955.0,14615.0,11560.0,
2021-01-17 05:00:00,27732.0,14675.0,11564.0,
2021-01-17 06:00:00,26350.0,14522.0,11567.0,
2021-01-17 07:00:00,25647.0,14358.0,11569.0,
2021-01-17 08:00:00,25510.0,14487.0,11568.0,
2021-01-17 09:00:00,25395.0,14356.0,11571.0,
2021-01-17 10:00:00,25290.0,14257.0,11572.0,
2021-01-17 11:00:00,25512.0,14476.0,11568.0,
2021-01-17 12:00:00,26838.0,14606.0,11561.0,
2021-01-17 13:00:00,28594.0,14966.0,11556.0,
2021-01-17 14:00:00,30253.0,15301.0,11557.0,
2021-01-17 15:00:00,31345.0,15439.0,11557.0,
2021-01-17 16:00:00,31640.0,15082.0,11556.0,
2021-01-17 17:00:00,30986.0,14913.0,11555.0,
2021-01-17 18:00:00,30319.0,14813.0,11555.0,
2021-01-17 19:00:00,29536.0,14527.0,11551.0,
2021-01-17 20:00:00,28504.0,14385.0,11550.0,
2021-01-17 21:00:00,28329.0,14411.0,11547.0,
2021-01-17 22:00:00,28966.0,14944.0,11546.0,
2021-01-17 23:00:00,31000.0,16355.0,11552.0,
2021-01-18 00:00:00,33972.0,17497.0,11555.0,
2021-01-18 01:00:00,34575.0,17314.0,11558.0,
2021-01-18 02:00:00,34573.0,17389.0,11559.0,
2021-01-18 03:00:00,33703.0,16827.0,11556.0,
2021-01-18 04:00:00,32502.0,16503.0,11557.0,
2021-01-18 05:00:00,32005.0,16142.0,11560.0,
2021-01-18 06:00:00,30919.0,15733.0,11563.0,
2021-01-18 07:00:00,29409.0,15637.0,11568.0,
2021-01-18 08:00:00,28931.0,15785.0,11574.0,
2021-01-18 09:00:00,29801.0,16001.0,11570.0,
2021-01-18 10:00:00,30655.0,16363.0,11570.0,
2021-01-18 11:00:00,31578.0,17676.0,11570.0,
2021-01-18 12:00:00,33625.0,19921.0,11573.0,
2021-01-18 13:00:00,35531.0,21456.0,11576.0,
2021-01-18 14:00:00,37348.0,22303.0,11576.0,
2021-01-18 15:00:00,37806.0,21994.0,11575.0,
2021-01-18 16:00:00,37732.0,21322.0,11576.0,
2021-01-18 17:00:00,37793.0,20602.0,11574.0,
2021-01-18 18:00:00,37096.0,20175.0,11572.0,
2021-01-18 19:00:00,35649.0,19938.0,11562.0,
2021-01-18 20:00:00,34805.0,19697.0,11559.0,
2021-01-18 21:00:00,33854.0,19762.0,11558.0,
2021-01-18 22:00:00,34308.0,19951.0,11558.0,
2021-01-18 23:00:00,34903.0,20299.0,11559.0,
2021-01-19 00:00:00,36303.0,20916.0,11554.0,
2021-01-19 01:00:00,37349.0,21056.0,11554.0,
2021-01-19 02:00:00,37236.0,20669.0,11557.0,
2021-01-19 03:00:00,36114.0,19798.0,11557.0,
2021-01-19 04:00:00,33755.0,18720.0,11560.0,
2021-01-19 05:00:00,31339.0,18179.0,11560.0,
2021-01-19 06:00:00,31371.0,18063.0,11568.0,
2021-01-19 07:00:00,30314.0,17824.0,11571.0,
2021-01-19 08:00:00,28873.0,16955.0,11569.0,
2021-01-19 09:00:00,27999.0,16709.0,11562.0,
2021-01-19 10:00:00,27163.0,16260.0,11559.0,
2021-01-19 11:00:00,27072.0,16450.0,11556.0,
2021-01-19 12:00:00,28808.0,17972.0,11551.0,
2021-01-19 13:00:00,31629.0,19610.0,11556.0,
2021-01-19 14:00:00,33484.0,20485.0,11555.0,
2021-01-19 15:00:00,33318.0,20522.0,11554.0,
2021-01-19 16:00:00,32508.0,19942.0,11549.0,
2021-01-19 17:00:00,31723.0,19287.0,11543.0,
2021-01-19 18:00:00,30546.0,18239.0,11552.0,
2021-01-19 19:00:00,29810.0,17605.0,11549.0,
2021-01-19 20:00:00,29065.0,16958.0,11547.0,
2021-01-19 21:00:00,28693.0,16246.0,11551.0,
2021-01-19 22:00:00,28713.0,15948.0,11560.0,
2021-01-19 23:00:00,29585.0,17043.0,11555.0,
2021-01-20 00:00:00,31736.0,17696.0,11554.0,
2021-01-20 01:00:00,33373.0,17797.0,11562.0,
2021-01-20 02:00:00,33943.0,17564.0,11568.0,
2021-01-20 03:00:00,33402.0,17203.0,11566.0,
2021-01-20 04:00:00,32572.0,16972.0,11562.0,
2021-01-20 05:00:00,31162.0,16285.0,11565.0,
2021-01-20 06:00:00,30454.0,15473.0,11569.0,
2021-01-20 07:00:00,29056.0,14900.0,11569.0,
2021-01-20 08:00:00,28045.0,14904.0,11568.0,
2021-01-20 09:00:00,27194.0,14871.0,11566.0,
2021-01-20 10:00:00,26057.0,14360.0,11560.0,
2021-01-20 11:00:00,26352.0,14748.0,11557.0,
2021-01-20 12:00:00,28150.0,15249.0,11559.0,
2021-01-20 13:00:00,31141.0,15992.0,11559.0,
2021-01-20 14:00:00,33427.0,16346.0,11563.0,
2021-01-20 15:00:00,33493.0,15960.0,11564.0,
2021-01-20 16:00:00,32443.0,15666.0,11562.0,
2021-01-20 17:00:00,31707.0,15384.0,11562.0,
2021-01-20 18:00:00,30559.0,14856.0,11561.0,
2021-01-20 19:00:00,28855.0,14324.0,11562.0,
2021-01-20 20:00:00,27861.0,13969.0,11563.0,
2021-01-20 21:00:00,27108.0,13443.0,11563.0,
2021-01-20 22:00:00,26684.0,13630.0,11558.0,
2021-01-20 23:00:00,28000.0,14083.0,11558.0,
2021-01-21 00:00:00,30745.0,14856.0,11556.0,
2021-01-21 01:00:00,31328.0,14512.0,11556.0,
2021-01-21 02:00:00,30752.0,14014.0,11556.0,
2021-01-21 03:00:00,28829.0,13672.0,11562.0,
2021-01-21 04:00:00,26686.0,13343.0,11558.0,
2021-01-21 05:00:00,24579.0,12568.0,11559.0,
